Pos	Red	Green	Blue	
0	97	71	190	
1	96	73	192	
2	97	72	191	
3	96	70	192	
4	96	71	197	
5	95	74	201	
6	95	75	200	
7	98	74	197	
8	101	73	191	
9	101	72	188	
10	100	75	192	
11	97	77	196	
12	95	76	201	
13	95	74	202	
14	93	71	198	
15	93	72	196	
16	89	72	195	
17	88	70	195	
18	87	70	195	
19	88	69	194	
20	87	70	195	
21	85	70	192	
22	83	68	189	
23	84	68	186	
24	84	67	183	
25	83	65	181	
26	81	63	180	
27	80	61	176	
28	78	62	173	
29	78	63	167	
30	75	63	162	
31	73	61	157	
32	69	56	154	
33	70	57	147	
34	69	56	141	
35	64	49	128	
36	60	44	123	
37	61	45	117	
38	60	45	116	
39	59	42	108	
40	57	41	104	
41	57	43	101	
42	55	41	101	
43	50	37	96	
44	49	37	92	
45	48	38	85	
46	48	40	80	
47	49	39	79	
48	50	38	84	
49	50	38	85	
50	47	36	79	
51	46	35	80	
52	46	35	86	
53	48	34	91	
54	48	34	93	
55	45	34	92	
56	43	35	88	
57	44	36	86	
58	45	35	85	
59	44	35	86	
60	42	31	85	
61	44	33	83	
62	44	34	80	
63	43	33	74	
64	42	31	68	
65	43	31	72	
66	42	31	80	
67	41	29	81	
68	42	31	76	
69	41	30	71	
70	38	27	67	
71	39	29	67	
72	44	33	67	
73	46	32	69	
74	48	33	73	
75	45	34	79	
76	44	33	81	
77	47	34	80	
78	45	32	72	
79	44	33	68	
80	44	35	72	
81	41	31	71	
82	40	30	72	
83	42	31	71	
84	42	32	67	
85	42	31	63	
86	40	30	61	
87	42	34	64	
88	43	32	66	
89	42	28	66	
90	46	33	72	
91	46	34	75	
92	45	33	72	
93	45	33	74	
94	44	31	77	
95	45	34	77	
96	49	36	70	
97	51	35	72	
98	51	33	80	
99	53	38	85	
100	54	40	81	
101	53	37	72	
102	54	36	66	
103	52	35	65	
104	52	34	73	
105	54	35	75	
106	53	35	69	
107	52	35	64	
108	50	36	62	
109	47	34	64	
110	46	35	72	
111	49	39	78	
112	50	40	78	
113	48	36	76	
114	49	34	71	
115	52	35	72	
116	54	34	76	
117	55	37	79	
118	54	36	80	
119	51	33	78	
120	46	30	75	
121	44	28	69	
122	46	30	63	
123	50	34	61	
124	47	33	63	
125	43	30	65	
126	40	30	64	
127	44	32	62	
128	44	32	57	
129	41	30	62	
130	42	30	75	
131	41	27	79	
132	44	31	78	
133	44	34	75	
134	41	32	72	
135	43	35	74	
136	45	36	68	
137	49	37	71	
138	52	37	78	
139	51	35	80	
140	51	34	79	
141	50	35	80	
142	53	36	81	
143	59	37	80	
144	61	38	76	
145	59	38	80	
146	59	39	86	
147	62	40	90	
148	68	44	89	
149	68	45	95	
150	70	46	100	
151	71	48	115	
152	77	51	126	
153	82	55	134	
154	91	57	132	
155	94	59	141	
156	102	62	149	
157	106	65	164	
158	115	71	174	
159	118	74	185	
160	122	73	186	
161	121	73	193	
162	125	75	195	
163	128	76	197	
164	130	76	197	
165	131	77	198	
166	130	77	198	
167	129	76	198	
168	129	76	198	
169	127	76	199	
170	128	76	199	
171	131	77	196	
172	132	77	194	
173	130	76	194	
174	128	77	195	
175	128	78	199	
176	128	79	200	
177	131	78	199	
178	131	77	198	
179	131	77	197	
180	130	77	199	
181	130	76	197	
182	132	78	196	
183	132	78	194	
184	130	75	192	
185	131	76	190	
186	132	77	187	
187	131	76	185	
188	130	76	185	
189	129	75	188	
190	129	74	191	
191	128	73	193	
192	128	75	195	
193	127	76	195	
194	128	78	196	
195	130	79	196	
196	130	78	197	
197	129	77	200	
198	129	76	200	
199	130	77	201	
200	132	79	203	
201	132	78	205	
202	132	78	206	
203	134	79	210	
204	133	77	211	
205	132	78	207	
206	134	81	200	
207	134	82	198	
208	133	79	199	
209	133	79	200	
210	133	79	199	
211	134	79	198	
212	133	79	200	
213	132	79	202	
214	130	78	201	
215	129	77	199	
216	129	79	198	
217	129	78	193	
218	128	77	191	
219	128	78	190	
220	126	75	195	
221	127	76	198	
222	127	77	197	
223	127	76	196	
224	127	77	197	
225	128	77	196	
226	127	76	192	
227	127	75	191	
228	126	74	192	
229	124	71	186	
230	122	73	180	
231	121	75	176	
232	118	72	178	
233	119	70	177	
234	121	72	177	
235	122	72	176	
236	121	71	176	
237	120	71	177	
238	121	71	175	
239	121	71	177	
240	122	73	180	
241	121	72	183	
242	121	73	183	
243	124	77	183	
244	125	75	182	
245	123	71	183	
246	124	72	186	
247	124	73	191	
248	126	74	194	
249	127	74	198	
250	130	76	200	
251	131	77	202	
252	131	76	200	
253	131	78	203	
254	131	79	205	
255	132	80	207	
256	132	81	207	
257	130	79	204	
258	131	79	201	
259	132	80	199	
260	130	78	201	
261	128	76	203	
262	128	76	203	
263	128	74	202	
264	130	76	201	
265	131	80	202	
266	132	80	202	
267	133	79	202	
268	136	81	201	
269	135	78	204	
270	132	77	208	
271	130	78	208	
272	130	79	204	
273	133	79	199	
274	132	76	199	
275	130	73	197	
276	128	73	196	
277	129	76	195	
278	130	77	193	
279	129	74	190	
280	129	75	190	
281	127	77	191	
282	125	76	193	
283	125	74	193	
284	125	74	193	
285	125	74	193	
286	121	73	193	
287	118	72	194	
288	115	70	194	
289	115	70	188	
290	113	70	180	
291	110	69	172	
292	105	70	173	
293	99	64	162	
294	90	58	151	
295	85	55	132	
296	75	49	124	
297	72	45	102	
298	66	40	89	
299	63	36	77	
300	56	33	77	
301	53	36	81	
302	49	36	85	
303	48	35	84	
304	48	35	78	
305	48	36	81	
306	47	33	85	
307	46	32	82	
308	50	36	80	
309	53	39	81	
310	53	41	85	
311	52	41	85	
312	50	38	81	
313	50	36	81	
314	51	38	89	
315	49	36	89	
316	50	36	82	
317	53	39	81	
318	57	43	83	
319	56	42	84	
320	54	39	86	
321	53	39	88	
322	51	38	89	
323	51	39	90	
324	51	40	87	
325	53	44	91	
326	55	47	97	
327	56	47	101	
328	57	46	101	
329	57	47	110	
330	59	47	119	
331	60	47	125	
332	63	49	124	
333	65	51	130	
334	65	51	137	
335	66	53	143	
336	67	54	142	
337	67	54	142	
338	68	56	145	
339	68	57	147	
340	68	57	148	
341	69	57	146	
342	73	59	143	
343	75	59	144	
344	74	57	147	
345	73	57	151	
346	73	59	154	
347	72	61	154	
348	73	64	152	
349	72	63	153	
350	72	62	155	
351	72	65	161	
352	74	66	164	
353	73	64	166	
354	74	61	165	
355	77	64	162	
356	78	63	158	
357	75	63	160	
358	77	65	166	
359	77	64	166	
360	76	62	160	
361	77	64	162	
362	77	64	169	
363	77	63	173	
364	78	63	172	
365	80	67	170	
366	82	69	167	
367	80	66	165	
368	81	65	167	
369	81	66	169	
370	81	71	173	
371	77	70	175	
372	72	65	172	
373	75	65	175	
374	78	65	176	
375	78	65	174	
376	79	65	171	
377	78	64	168	
378	77	63	170	
379	76	63	170	
380	77	65	171	
381	78	65	171	
382	79	66	172	
383	79	66	174	
384	78	64	174	
385	79	64	177	
386	80	65	178	
387	80	66	180	
388	79	66	178	
389	79	67	177	
390	80	69	176	
391	79	67	175	
392	78	65	177	
393	77	66	177	
394	77	66	176	
395	80	68	177	
396	80	68	179	
397	77	66	181	
398	77	66	183	
399	80	67	180	
400	83	68	173	
401	84	70	171	
402	84	70	176	
403	83	70	180	
404	83	71	182	
405	83	73	183	
406	85	73	182	
407	85	71	184	
408	85	69	187	
409	84	69	189	
410	84	71	188	
411	84	72	188	
412	84	72	190	
413	83	71	192	
414	83	72	193	
415	84	72	192	
416	83	70	189	
417	84	69	187	
418	84	71	189	
419	84	72	191	
420	84	72	192	
421	86	73	195	
422	88	72	196	
423	89	73	197	
424	88	73	195	
425	85	72	195	
426	84	71	197	
427	86	72	197	
428	87	73	194	
429	87	73	191	
430	86	73	190	
431	84	72	189	
432	84	72	188	
433	85	72	189	
434	85	71	189	
435	86	69	188	
436	86	68	189	
437	84	68	189	
438	84	70	191	
439	84	69	192	
440	83	68	192	
441	85	69	192	
442	85	70	192	
443	83	70	195	
444	82	69	197	
445	84	69	196	
446	87	72	191	
447	89	73	191	
448	89	74	195	
449	88	74	196	
450	87	72	195	
451	89	69	193	
452	91	72	193	
453	90	76	193	
454	87	75	191	
455	86	72	187	
456	82	69	186	
457	82	70	184	
458	83	71	183	
459	82	69	184	
460	82	69	190	
461	82	71	194	
462	82	71	191	
463	82	71	194	
464	85	73	198	
465	89	75	199	
466	91	75	195	
467	93	76	194	
468	92	77	200	
469	87	76	201	
470	86	76	198	
471	86	75	196	
472	85	73	196	
473	85	75	196	
474	84	75	196	
475	84	74	198	
476	86	73	199	
477	86	70	200	
478	87	72	200	
479	88	75	202	
480	87	75	203	
481	86	75	204	
482	85	75	205	
483	85	75	204	
484	85	74	203	
485	87	75	203	
486	90	76	204	
487	89	74	206	
488	89	72	209	
489	90	73	209	
490	91	75	205	
491	90	76	201	
492	89	76	201	
493	88	75	200	
494	87	74	199	
495	88	73	197	
496	90	74	193	
497	90	76	191	
498	91	77	193	
499	92	77	197	
500	90	75	203	
501	89	73	207	
502	90	75	208	
503	91	77	208	
504	89	76	208	
505	87	77	211	
506	86	76	217	
507	84	75	217	
508	86	74	213	
509	89	74	207	
510	89	74	206	
511	88	76	208	
512	85	74	210	
513	86	75	208	
514	86	74	200	
515	87	75	197	
516	86	75	202	
517	84	73	201	
518	83	72	198	
519	83	71	195	
520	84	72	198	
521	86	73	198	
522	86	73	196	
523	86	71	194	
524	86	71	193	
525	87	73	191	
526	87	73	188	
527	86	72	187	
528	87	74	191	
529	88	76	196	
530	88	74	195	
531	91	77	199	
