Pos	Red	Green	Blue	
0	98	73	177	
1	101	72	178	
2	101	69	177	
3	100	66	179	
4	99	67	186	
5	96	69	189	
6	99	71	187	
7	100	69	184	
8	100	66	182	
9	100	67	179	
10	98	69	174	
11	97	71	176	
12	96	72	180	
13	93	69	184	
14	94	69	185	
15	95	70	184	
16	95	70	183	
17	96	70	183	
18	96	71	184	
19	96	71	184	
20	94	70	183	
21	92	69	180	
22	91	69	179	
23	91	70	175	
24	89	69	170	
25	89	68	169	
26	89	68	172	
27	90	68	175	
28	92	69	176	
29	90	68	176	
30	91	68	177	
31	91	69	180	
32	90	67	179	
33	95	71	182	
34	96	71	183	
35	95	69	182	
36	98	71	183	
37	98	71	182	
38	98	70	178	
39	96	70	181	
40	96	71	186	
41	98	72	190	
42	99	72	190	
43	100	71	189	
44	100	71	188	
45	99	70	190	
46	100	72	194	
47	101	73	194	
48	101	72	189	
49	101	73	186	
50	98	71	185	
51	98	71	186	
52	96	71	187	
53	95	70	184	
54	94	71	180	
55	93	71	179	
56	91	70	182	
57	88	67	181	
58	89	67	177	
59	89	67	174	
60	89	66	173	
61	89	65	173	
62	87	62	174	
63	88	64	171	
64	87	65	166	
65	83	62	163	
66	79	61	167	
67	80	61	163	
68	74	59	155	
69	72	58	145	
70	67	54	139	
71	65	50	128	
72	65	49	125	
73	66	48	120	
74	63	46	118	
75	58	43	112	
76	57	44	109	
77	59	45	105	
78	58	43	103	
79	58	40	99	
80	57	41	97	
81	55	38	94	
82	53	36	92	
83	58	37	92	
84	56	35	87	
85	53	35	84	
86	52	35	84	
87	52	34	83	
88	52	35	86	
89	49	35	88	
90	50	39	93	
91	50	39	94	
92	47	35	89	
93	52	38	90	
94	53	39	91	
95	51	37	90	
96	50	34	86	
97	52	35	89	
98	51	36	96	
99	50	35	92	
100	49	36	81	
101	46	34	75	
102	45	34	79	
103	48	38	85	
104	48	38	86	
105	48	35	86	
106	51	36	84	
107	52	37	84	
108	52	38	90	
109	51	38	90	
110	51	36	86	
111	53	35	83	
112	52	34	78	
113	50	34	78	
114	50	37	79	
115	50	37	79	
116	49	35	77	
117	49	33	76	
118	49	33	76	
119	50	33	74	
120	50	34	74	
121	52	36	76	
122	51	35	78	
123	52	35	81	
124	54	37	84	
125	54	35	83	
126	53	37	80	
127	50	38	81	
128	49	37	81	
129	51	36	83	
130	53	37	88	
131	53	38	87	
132	54	38	77	
133	55	40	78	
134	57	40	86	
135	57	39	87	
136	58	38	83	
137	59	38	83	
138	60	40	86	
139	60	38	88	
140	59	38	86	
141	60	38	85	
142	58	36	82	
143	58	36	83	
144	57	37	85	
145	59	40	90	
146	60	41	92	
147	60	42	90	
148	61	42	85	
149	59	41	81	
150	58	42	83	
151	55	40	86	
152	53	38	90	
153	53	37	93	
154	55	38	93	
155	56	36	89	
156	57	37	87	
157	58	41	86	
158	56	41	84	
159	54	39	85	
160	50	34	88	
161	53	36	89	
162	53	39	86	
163	52	38	81	
164	52	39	78	
165	53	36	74	
166	53	34	73	
167	53	35	77	
168	52	35	80	
169	52	34	80	
170	54	36	77	
171	55	38	78	
172	56	40	84	
173	55	39	92	
174	55	38	95	
175	57	41	98	
176	61	41	92	
177	62	38	85	
178	63	38	85	
179	62	39	89	
180	62	40	93	
181	63	41	97	
182	65	44	98	
183	66	44	97	
184	70	46	98	
185	73	46	104	
186	75	45	108	
187	78	49	116	
188	86	53	117	
189	90	54	124	
190	98	56	129	
191	100	58	140	
192	106	61	145	
193	107	66	156	
194	112	68	161	
195	117	72	168	
196	124	75	170	
197	123	75	179	
198	125	75	186	
199	129	77	189	
200	131	75	183	
201	130	76	181	
202	133	78	184	
203	136	78	183	
204	136	77	182	
205	136	79	181	
206	136	79	179	
207	135	77	180	
208	134	76	184	
209	134	75	184	
210	136	76	179	
211	139	78	180	
212	138	79	185	
213	136	79	189	
214	133	77	189	
215	133	77	188	
216	133	79	186	
217	133	79	182	
218	135	80	181	
219	134	78	176	
220	136	76	171	
221	138	75	170	
222	137	74	173	
223	136	75	177	
224	134	75	178	
225	134	76	180	
226	133	74	180	
227	133	75	179	
228	133	76	178	
229	133	76	179	
230	135	78	182	
231	136	79	184	
232	136	78	185	
233	136	77	187	
234	136	75	189	
235	135	77	189	
236	137	79	186	
237	136	78	187	
238	135	77	191	
239	136	78	193	
240	136	79	194	
241	134	78	195	
242	134	77	195	
243	137	79	194	
244	140	80	190	
245	140	78	187	
246	140	80	188	
247	137	81	190	
248	135	79	191	
249	136	78	192	
250	136	76	192	
251	136	74	188	
252	136	74	183	
253	136	76	181	
254	133	75	184	
255	130	73	186	
256	130	74	188	
257	131	75	186	
258	132	76	182	
259	135	78	182	
260	134	78	184	
261	130	76	184	
262	130	77	184	
263	129	76	181	
264	129	75	179	
265	130	74	175	
266	128	71	172	
267	127	72	167	
