Pos	Red	Green	Blue	
0	93	69	172	
1	92	69	174	
2	94	70	173	
3	96	69	175	
4	96	68	179	
5	96	68	182	
6	99	69	182	
7	101	69	179	
8	102	67	176	
9	103	68	176	
10	103	70	178	
11	100	70	182	
12	99	71	186	
13	97	71	188	
14	96	71	190	
15	98	71	187	
16	98	72	183	
17	99	74	181	
18	97	72	181	
19	97	72	182	
20	97	72	183	
21	96	71	186	
22	97	71	188	
23	96	69	189	
24	97	70	189	
25	96	71	186	
26	97	72	182	
27	100	74	180	
28	98	70	180	
29	95	68	180	
30	96	70	183	
31	95	69	180	
32	93	66	175	
33	94	70	175	
34	93	70	177	
35	90	66	175	
36	93	67	173	
37	96	71	173	
38	96	71	174	
39	93	68	176	
40	93	67	177	
41	94	67	176	
42	96	68	174	
43	96	69	174	
44	98	69	175	
45	99	68	177	
46	102	69	178	
47	102	71	181	
48	103	73	183	
49	103	73	183	
50	101	72	181	
51	101	72	184	
52	99	72	187	
53	99	72	190	
54	101	72	189	
55	102	73	187	
56	106	76	185	
57	107	75	181	
58	105	73	181	
59	105	72	183	
60	103	71	186	
61	101	70	187	
62	97	69	186	
63	97	71	183	
64	96	72	180	
65	95	72	178	
66	91	68	180	
67	89	67	178	
68	89	69	176	
69	87	66	172	
70	86	65	172	
71	85	66	172	
72	85	64	170	
73	87	63	172	
74	87	63	175	
75	85	61	171	
76	82	60	162	
77	83	61	152	
78	78	59	150	
79	74	55	142	
80	68	50	138	
81	66	47	129	
82	65	45	126	
83	67	46	120	
84	66	48	117	
85	62	47	109	
86	57	44	102	
87	54	42	94	
88	52	40	91	
89	51	36	86	
90	54	39	90	
91	55	40	90	
92	52	37	89	
93	51	36	88	
94	48	34	84	
95	49	36	87	
96	50	38	90	
97	51	38	93	
98	51	37	96	
99	50	37	97	
100	52	39	96	
101	49	37	94	
102	50	38	95	
103	53	39	93	
104	52	37	87	
105	54	38	84	
106	53	37	86	
107	50	35	82	
108	49	34	78	
109	45	31	76	
110	47	35	84	
111	49	36	88	
112	47	32	86	
113	48	32	82	
114	50	35	78	
115	51	36	74	
116	52	36	75	
117	50	35	77	
118	51	36	82	
119	51	36	83	
120	51	37	79	
121	51	38	80	
122	52	37	82	
123	54	39	82	
124	56	39	83	
125	55	36	84	
126	52	33	85	
127	55	36	86	
128	54	36	80	
129	49	33	80	
130	49	36	92	
131	46	35	93	
132	45	32	86	
133	50	36	81	
134	49	37	80	
135	48	37	82	
136	48	36	83	
137	48	32	85	
138	51	33	86	
139	52	34	83	
140	51	34	81	
141	50	37	79	
142	53	39	79	
143	56	40	81	
144	57	38	85	
145	57	39	89	
146	56	41	94	
147	57	41	92	
148	57	41	84	
149	57	40	80	
150	57	40	81	
151	58	39	85	
152	58	38	88	
153	57	39	92	
154	58	40	91	
155	60	42	89	
156	61	41	85	
157	58	38	81	
158	60	41	82	
159	61	42	84	
160	57	38	82	
161	58	40	84	
162	58	41	86	
163	57	41	85	
164	57	41	81	
165	56	40	81	
166	55	38	82	
167	56	38	83	
168	57	39	84	
169	55	37	81	
170	54	36	80	
171	55	38	77	
172	53	36	71	
173	51	33	74	
174	52	36	85	
175	50	37	91	
176	50	37	89	
177	54	37	86	
178	55	37	86	
179	53	37	86	
180	51	36	84	
181	50	37	87	
182	50	38	89	
183	52	39	92	
184	56	40	95	
185	57	40	95	
186	60	40	92	
187	61	41	88	
188	61	41	84	
189	63	43	85	
190	62	41	87	
191	64	41	85	
192	68	43	84	
193	67	44	85	
194	70	45	90	
195	72	44	99	
196	78	46	106	
197	82	48	114	
198	88	50	114	
199	90	53	127	
200	95	57	137	
201	98	61	148	
202	105	63	149	
203	107	65	155	
204	113	65	158	
205	116	69	169	
206	121	73	175	
207	124	76	183	
208	128	77	183	
209	129	76	183	
210	133	78	184	
211	134	79	184	
212	135	78	181	
213	136	78	182	
214	137	78	184	
215	138	79	185	
216	137	78	183	
217	136	79	184	
218	135	78	185	
219	137	76	184	
220	139	76	183	
221	137	77	184	
222	139	79	186	
223	140	79	185	
224	140	77	184	
225	138	77	184	
226	138	79	184	
227	140	81	184	
228	140	78	180	
229	139	76	177	
230	140	80	177	
231	138	80	175	
232	136	75	173	
233	137	75	176	
234	136	74	181	
235	135	76	182	
236	137	77	180	
237	139	77	176	
238	141	77	174	
239	141	76	173	
240	141	76	176	
241	141	78	180	
242	141	79	182	
243	141	80	184	
244	140	80	186	
245	138	78	187	
246	138	76	185	
247	138	77	187	
248	138	79	191	
249	139	79	196	
250	138	78	196	
251	137	78	199	
252	137	78	199	
253	139	78	195	
254	140	81	193	
255	138	81	192	
256	137	79	194	
257	139	78	191	
258	142	79	187	
259	143	81	186	
260	140	78	187	
261	138	76	187	
262	138	77	185	
263	136	75	181	
264	135	76	180	
265	135	77	179	
266	133	75	181	
267	133	76	180	
268	135	77	178	
269	135	76	179	
270	135	77	184	
271	134	77	187	
272	132	76	186	
273	134	74	181	
274	134	74	175	
275	132	72	170	
276	131	73	172	
277	132	74	169	
278	131	72	164	
279	131	72	162	
280	129	71	164	
281	130	71	164	
282	130	72	164	
283	129	72	165	
284	130	74	168	
