Pos	Red	Green	Blue	
0	93	70	177	
1	93	69	179	
2	94	69	179	
3	96	68	180	
4	95	66	183	
5	94	68	184	
6	94	69	181	
7	95	67	179	
8	94	66	178	
9	93	65	175	
10	91	63	170	
11	89	63	168	
12	87	65	171	
13	85	65	170	
14	85	65	168	
15	89	66	167	
16	89	65	167	
17	89	65	169	
18	90	68	171	
19	89	69	171	
20	90	69	172	
21	92	69	174	
22	91	65	175	
23	91	66	178	
24	94	69	179	
25	96	70	180	
26	94	69	180	
27	93	69	182	
28	93	71	181	
29	94	70	182	
30	95	69	184	
31	96	68	185	
32	96	67	184	
33	97	72	188	
34	98	73	190	
35	97	69	189	
36	99	71	186	
37	100	70	182	
38	96	68	181	
39	93	68	181	
40	90	68	183	
41	92	68	181	
42	91	67	178	
43	89	65	177	
44	86	65	178	
45	85	65	176	
46	84	65	174	
47	82	63	171	
48	82	62	170	
49	82	62	168	
50	80	61	164	
51	82	62	162	
52	80	61	163	
53	79	61	161	
54	78	61	159	
55	78	58	152	
56	76	55	147	
57	75	53	137	
58	70	49	128	
59	66	46	116	
60	61	45	109	
61	61	45	104	
62	58	43	105	
63	55	41	103	
64	53	40	100	
65	55	41	97	
66	52	38	97	
67	47	34	92	
68	46	34	88	
69	46	33	83	
70	47	34	80	
71	49	35	75	
72	51	33	70	
73	52	31	66	
74	52	32	68	
75	49	33	74	
76	45	33	78	
77	44	30	79	
78	46	31	77	
79	46	33	73	
80	46	34	72	
81	45	34	70	
82	43	31	73	
83	43	31	77	
84	44	32	78	
85	46	34	79	
86	44	32	74	
87	41	29	68	
88	39	28	65	
89	41	27	62	
90	44	29	64	
91	43	29	64	
92	43	31	66	
93	45	33	68	
94	44	31	66	
95	43	30	67	
96	44	28	65	
97	47	29	70	
98	46	30	80	
99	44	29	83	
100	42	28	80	
101	43	29	75	
102	45	31	71	
103	46	34	69	
104	47	35	69	
105	46	33	70	
106	43	30	68	
107	45	32	70	
108	44	30	67	
109	41	28	64	
110	42	32	71	
111	40	33	72	
112	39	30	69	
113	41	28	64	
114	45	32	60	
115	45	32	60	
116	44	30	65	
117	43	29	67	
118	44	28	65	
119	48	29	65	
120	46	29	64	
121	44	31	66	
122	48	34	67	
123	55	37	67	
124	56	37	65	
125	52	36	65	
126	50	37	67	
127	50	36	68	
128	51	35	68	
129	49	34	70	
130	49	34	76	
131	46	32	75	
132	46	30	70	
133	46	30	69	
134	47	32	73	
135	49	36	76	
136	45	29	68	
137	49	31	70	
138	54	38	79	
139	50	36	78	
140	50	37	78	
141	48	35	76	
142	46	32	74	
143	50	35	71	
144	53	38	68	
145	49	35	64	
146	48	34	67	
147	48	33	66	
148	45	31	56	
149	44	32	55	
150	44	33	60	
151	41	30	64	
152	40	28	69	
153	42	30	72	
154	44	31	68	
155	43	29	66	
156	43	28	65	
157	43	29	65	
158	46	36	71	
159	44	36	72	
160	40	30	70	
161	44	32	74	
162	47	33	75	
163	52	36	76	
164	57	37	76	
165	56	35	74	
166	55	33	73	
167	57	35	76	
168	58	36	76	
169	57	33	79	
170	59	34	83	
171	60	36	84	
172	64	37	80	
173	67	39	84	
174	71	41	90	
175	73	45	99	
176	79	48	102	
177	82	49	112	
178	88	52	119	
179	91	57	134	
180	96	59	141	
181	99	61	151	
182	106	63	154	
183	108	66	162	
184	117	70	166	
185	121	71	174	
186	126	74	176	
187	127	76	181	
188	128	75	182	
189	131	75	181	
190	133	75	179	
191	131	74	180	
192	130	75	185	
193	128	75	189	
194	129	74	188	
195	132	75	186	
196	135	77	184	
197	134	77	185	
198	132	75	186	
199	132	75	186	
200	133	75	184	
201	136	76	183	
202	136	76	182	
203	135	75	181	
204	134	76	181	
205	132	78	179	
206	133	78	177	
207	135	75	175	
208	135	72	175	
209	134	73	173	
210	135	75	170	
211	134	75	168	
212	132	73	169	
213	132	72	171	
214	131	72	172	
215	132	73	173	
216	132	73	173	
217	133	74	174	
218	134	76	176	
219	132	76	180	
220	131	74	184	
221	131	75	187	
222	132	75	187	
223	132	74	185	
224	132	75	185	
225	131	76	186	
226	130	77	189	
227	131	77	190	
228	132	76	187	
229	132	77	187	
230	134	80	189	
231	134	79	191	
232	134	78	192	
233	135	78	190	
234	135	78	188	
235	135	78	185	
236	137	80	183	
237	138	79	182	
238	137	75	183	
239	137	74	183	
240	134	72	182	
241	132	73	181	
242	130	74	179	
243	131	74	176	
244	131	73	175	
245	129	72	173	
246	129	74	174	
247	129	76	175	
248	130	76	176	
249	130	74	178	
250	130	73	180	
251	130	72	177	
252	130	73	173	
253	130	72	168	
254	127	70	168	
255	125	70	169	
256	122	68	171	
257	122	67	167	
258	122	67	160	
259	124	69	157	
260	122	67	160	
261	121	66	163	
262	123	68	163	
263	123	69	164	
264	125	71	164	
265	125	70	166	
266	124	67	166	
267	123	69	168	
268	125	72	166	
269	125	70	167	
270	125	69	170	
271	124	69	177	
272	126	70	183	
273	127	71	188	
274	129	71	186	
275	130	73	186	
276	131	77	184	
277	133	78	183	
278	132	77	184	
279	130	76	187	
280	130	76	192	
281	133	78	191	
282	134	78	187	
283	134	75	184	
284	134	75	183	
285	135	75	183	
286	133	74	186	
287	133	75	185	
288	134	76	183	
289	134	76	182	
290	135	75	184	
291	135	75	187	
292	135	76	189	
293	136	76	189	
294	136	76	186	
295	137	76	185	
296	135	76	187	
297	134	76	187	
298	133	74	185	
299	135	74	181	
300	134	75	180	
301	132	74	179	
302	130	75	179	
303	129	73	177	
304	128	73	175	
305	128	73	177	
306	127	73	182	
307	126	72	184	
308	124	71	183	
309	124	71	180	
310	123	74	179	
311	120	73	174	
312	117	72	171	
313	117	74	171	
314	116	73	174	
315	115	70	172	
316	112	68	167	
317	111	67	160	
318	104	64	155	
319	100	58	138	
320	88	50	123	
321	83	45	98	
322	72	39	85	
323	69	37	73	
324	64	38	76	
325	60	38	77	
326	58	38	77	
327	56	36	76	
328	53	34	75	
329	51	34	74	
330	49	35	73	
331	48	36	73	
332	47	35	73	
333	47	35	76	
334	48	34	81	
335	50	34	78	
336	51	35	69	
337	50	34	63	
338	49	33	63	
339	51	36	71	
340	51	37	78	
341	53	37	84	
342	55	39	86	
343	54	39	85	
344	52	39	83	
345	50	37	80	
346	49	37	81	
347	50	38	82	
348	49	37	81	
349	49	35	82	
350	50	37	84	
351	49	38	92	
352	52	40	98	
353	57	44	104	
354	58	47	103	
355	55	45	104	
356	54	44	103	
357	57	46	108	
358	60	48	112	
359	59	49	119	
360	60	48	123	
361	61	49	127	
362	65	50	127	
363	65	49	127	
364	65	50	129	
365	66	54	132	
366	66	54	133	
367	64	51	134	
368	64	50	135	
369	64	53	136	
370	69	61	139	
371	70	61	141	
372	65	53	138	
373	65	53	142	
374	65	54	146	
375	67	57	146	
376	69	58	142	
377	69	56	142	
378	71	58	144	
379	73	61	148	
380	73	60	148	
381	72	59	151	
382	72	59	155	
383	70	57	155	
384	69	57	154	
385	71	58	153	
386	70	57	152	
387	71	59	154	
388	72	61	154	
389	73	60	152	
390	75	61	153	
391	76	60	153	
392	74	60	153	
393	72	61	157	
394	73	62	159	
395	74	61	162	
396	75	59	163	
397	75	60	164	
398	74	60	163	
399	73	58	159	
400	72	60	157	
401	73	62	154	
402	71	61	152	
403	71	60	153	
404	72	60	156	
405	75	62	161	
406	74	60	162	
407	73	59	160	
408	73	61	156	
409	72	62	155	
410	73	62	158	
411	74	61	159	
412	76	64	159	
413	75	63	160	
414	73	60	161	
415	73	61	161	
416	74	62	159	
417	71	59	159	
418	70	60	161	
419	72	63	160	
420	73	62	158	
421	75	61	158	
422	75	60	162	
423	76	63	161	
424	74	62	153	
425	74	60	149	
426	77	62	153	
427	78	61	159	
428	80	62	166	
429	79	62	173	
430	79	62	172	
431	79	63	175	
432	78	63	175	
433	78	64	176	
434	77	64	176	
435	77	65	174	
436	79	66	172	
437	80	66	171	
438	81	65	174	
439	82	65	173	
440	82	64	172	
441	79	62	171	
442	78	63	172	
443	77	64	173	
444	77	64	173	
445	78	64	171	
446	79	65	171	
447	79	66	173	
448	80	65	174	
449	80	65	178	
450	81	65	181	
451	83	66	184	
452	83	68	182	
453	84	68	181	
454	82	68	181	
455	79	66	178	
456	78	65	176	
457	79	65	173	
458	79	64	170	
459	78	61	167	
460	77	60	166	
461	79	63	168	
462	78	65	170	
463	77	64	173	
464	76	63	174	
465	78	65	172	
466	80	67	168	
467	79	66	167	
468	80	66	170	
469	78	65	175	
470	79	64	174	
471	82	68	176	
472	83	70	176	
473	82	68	176	
474	81	67	179	
475	79	66	179	
476	79	67	178	
477	80	69	177	
478	80	68	176	
479	80	65	174	
480	79	64	174	
481	78	64	171	
482	76	63	167	
483	75	62	164	
484	76	63	165	
485	77	63	168	
486	78	63	172	
487	79	65	176	
488	82	67	176	
489	84	67	177	
490	86	70	181	
491	86	72	182	
492	83	68	179	
493	83	67	177	
494	84	67	177	
495	84	66	176	
496	85	68	178	
497	84	68	177	
498	84	68	176	
499	83	68	175	
500	82	67	176	
501	82	66	179	
502	81	65	179	
503	82	67	183	
504	83	68	184	
505	81	66	183	
506	82	68	183	
507	82	68	186	
508	79	65	189	
509	79	65	190	
510	83	68	186	
511	85	70	182	
512	86	72	182	
513	84	71	183	
514	82	69	187	
515	84	72	188	
516	84	71	185	
517	83	68	183	
518	84	69	184	
519	84	69	185	
520	83	69	186	
521	83	70	187	
522	82	69	186	
523	78	66	187	
524	78	67	189	
525	80	67	190	
526	82	69	190	
527	84	70	187	
528	84	70	183	
529	85	70	182	
530	85	71	183	
531	84	72	184	
532	84	72	185	
533	86	71	184	
534	85	69	182	
535	85	70	183	
536	84	70	185	
537	83	69	185	
538	82	68	184	
539	83	69	184	
