Pos	Red	Green	Blue	
0	37	20	9	
1	42	26	19	
2	45	29	37	
3	42	25	31	
4	41	22	10	
5	40	19	0	
6	38	17	0	
7	39	19	6	
8	43	23	17	
9	42	22	14	
10	41	22	8	
11	42	22	5	
12	34	16	7	
13	34	15	5	
14	36	16	0	
15	39	18	0	
16	42	20	0	
17	38	16	0	
18	40	20	0	
19	41	21	0	
20	37	18	0	
21	38	23	0	
22	41	25	0	
23	42	21	0	
24	44	20	0	
25	48	22	1	
26	46	21	1	
27	41	20	0	
28	37	18	1	
29	36	17	1	
30	36	19	8	
31	35	17	8	
32	39	19	8	
33	42	19	5	
34	43	21	0	
35	41	23	0	
36	38	19	4	
37	39	17	3	
38	42	15	0	
39	46	16	0	
40	50	21	0	
41	52	23	0	
42	44	13	0	
43	40	13	0	
44	42	21	0	
45	43	22	0	
46	43	21	0	
47	44	22	0	
48	44	19	0	
49	47	22	0	
50	56	33	10	
51	58	35	9	
52	55	29	0	
53	52	24	0	
54	50	28	0	
55	43	23	0	
56	36	14	0	
57	42	16	0	
58	46	19	0	
59	47	19	0	
60	45	18	0	
61	40	13	0	
62	37	6	0	
63	44	11	0	
64	44	13	3	
65	41	12	0	
66	43	16	0	
67	49	22	0	
68	49	22	0	
69	42	14	0	
70	41	15	0	
71	45	20	0	
72	43	19	0	
73	36	15	0	
74	45	28	6	
75	48	29	15	
76	40	15	8	
77	42	16	14	
78	46	16	13	
79	46	11	0	
80	47	10	0	
81	43	9	0	
82	37	10	0	
83	39	16	0	
84	36	16	0	
85	32	13	0	
86	32	12	0	
87	34	12	0	
88	36	13	0	
89	38	17	0	
90	42	19	0	
91	40	12	0	
92	41	14	0	
93	45	20	0	
94	42	18	0	
95	45	19	0	
96	46	17	0	
97	43	13	0	
98	46	20	0	
99	44	18	0	
100	41	15	0	
101	41	15	0	
102	41	14	0	
103	39	14	0	
104	39	11	0	
105	43	16	0	
106	47	17	0	
107	51	19	3	
108	55	23	9	
109	52	18	1	
110	49	15	0	
111	52	21	0	
112	53	25	0	
113	52	24	0	
114	50	17	0	
115	50	13	0	
116	49	15	0	
117	45	17	0	
118	42	15	0	
119	46	18	0	
120	44	16	0	
121	36	8	0	
122	39	13	0	
123	48	20	0	
124	52	19	0	
125	54	22	0	
126	56	24	0	
127	52	19	0	
128	46	15	0	
129	45	13	0	
130	40	13	0	
131	33	10	0	
132	31	9	0	
133	32	7	0	
134	35	11	0	
135	35	11	0	
136	34	9	0	
137	39	15	0	
138	41	13	0	
139	41	9	0	
140	44	11	0	
141	50	22	0	
142	49	22	0	
143	46	16	0	
144	47	15	0	
145	50	17	0	
146	48	16	0	
147	46	16	0	
148	53	25	0	
149	53	20	0	
150	56	20	0	
151	61	26	0	
152	61	27	1	
153	61	27	0	
154	58	24	0	
155	56	24	0	
156	56	25	0	
157	54	21	0	
158	56	20	0	
159	59	24	0	
160	57	21	0	
161	58	20	2	
162	63	24	1	
163	66	25	0	
164	72	31	4	
165	72	32	3	
166	75	36	8	
167	75	35	9	
168	70	28	3	
169	72	31	6	
170	71	32	5	
171	65	28	0	
172	60	26	0	
173	54	23	0	
174	47	19	0	
175	52	24	0	
176	46	17	0	
177	40	11	0	
178	39	12	0	
179	43	17	0	
180	39	15	0	
181	36	10	0	
182	39	16	0	
183	39	17	0	
184	39	15	0	
185	41	16	0	
186	44	19	0	
187	42	16	0	
188	42	17	0	
189	41	18	0	
190	33	11	0	
191	27	4	0	
192	32	6	0	
193	39	10	0	
194	39	9	0	
195	37	10	0	
196	30	5	0	
197	28	3	0	
198	29	6	0	
199	27	4	0	
200	27	2	0	
201	32	5	0	
202	38	8	0	
203	41	11	0	
204	47	20	0	
205	45	21	0	
206	44	20	0	
207	48	22	0	
208	53	25	0	
209	59	27	1	
210	62	26	4	
211	65	27	7	
212	65	27	4	
213	62	24	0	
214	58	25	0	
215	48	20	0	
216	43	17	0	
217	49	22	1	
218	49	22	8	
219	45	17	4	
220	46	17	4	
221	51	22	2	
222	53	20	0	
223	61	24	0	
224	66	27	2	
225	67	28	0	
226	66	27	0	
227	60	21	0	
228	52	21	2	
229	46	19	2	
230	40	16	0	
231	40	15	0	
232	37	13	0	
233	37	14	0	
234	35	12	0	
235	32	10	0	
236	32	12	2	
237	32	15	0	
238	36	18	0	
239	39	20	0	
240	40	18	0	
241	36	15	0	
242	43	16	0	
243	53	17	0	
244	56	18	0	
245	51	20	0	
246	46	19	0	
247	49	18	0	
248	47	14	0	
249	47	12	0	
