Pos	Red	Green	Blue	
0	54	35	34	
1	59	37	38	
2	60	40	48	
3	57	38	41	
4	58	38	24	
5	57	35	14	
6	54	34	16	
7	55	39	33	
8	53	40	39	
9	48	36	32	
10	50	40	27	
11	52	41	24	
12	51	36	31	
13	52	32	30	
14	56	33	20	
15	57	35	10	
16	58	36	8	
17	55	35	6	
18	55	36	14	
19	55	36	20	
20	50	30	19	
21	49	31	21	
22	51	36	23	
23	50	35	20	
24	49	34	19	
25	52	36	20	
26	51	34	15	
27	48	31	10	
28	44	28	11	
29	43	27	12	
30	45	31	20	
31	48	33	28	
32	49	33	30	
33	49	29	21	
34	50	31	7	
35	49	32	4	
36	47	32	14	
37	48	30	11	
38	48	25	0	
39	53	27	0	
40	58	32	0	
41	56	32	1	
42	51	28	0	
43	46	28	0	
44	45	31	0	
45	45	31	0	
46	44	28	0	
47	45	30	6	
48	48	32	2	
49	50	33	5	
50	57	41	19	
51	59	43	19	
52	55	36	7	
53	55	36	4	
54	53	38	6	
55	48	35	5	
56	43	29	3	
57	45	29	7	
58	50	33	9	
59	48	27	4	
60	49	28	7	
61	51	33	8	
62	45	28	3	
63	46	30	7	
64	46	31	15	
65	44	29	11	
66	45	26	0	
67	47	29	0	
68	50	31	9	
69	51	29	8	
70	49	27	0	
71	48	29	0	
72	43	30	5	
73	37	28	6	
74	43	37	14	
75	45	36	19	
76	42	27	20	
77	44	28	26	
78	48	28	23	
79	50	27	16	
80	48	24	4	
81	44	21	0	
82	41	25	0	
83	44	31	0	
84	42	28	0	
85	42	27	0	
86	44	27	0	
87	44	27	0	
88	43	26	0	
89	43	28	0	
90	45	30	3	
91	46	29	4	
92	47	28	1	
93	48	27	0	
94	50	31	0	
95	49	33	0	
96	48	34	1	
97	45	32	1	
98	46	33	1	
99	46	33	1	
100	47	30	0	
101	51	31	0	
102	50	31	0	
103	44	29	0	
104	42	26	0	
105	46	26	5	
106	50	27	8	
107	49	29	9	
108	54	36	14	
109	56	38	15	
110	55	36	15	
111	56	39	19	
112	56	41	23	
113	53	36	23	
114	52	33	27	
115	53	32	25	
116	49	29	8	
117	49	30	1	
118	50	31	4	
119	48	29	4	
120	48	29	5	
121	43	26	4	
122	44	28	8	
123	51	32	6	
124	55	32	1	
125	58	38	3	
126	56	36	6	
127	54	33	3	
128	52	32	0	
129	50	29	0	
130	47	28	0	
131	43	26	3	
132	43	26	5	
133	45	24	0	
134	48	27	0	
135	46	27	0	
136	42	25	2	
137	45	32	6	
138	49	34	0	
139	47	27	0	
140	47	26	0	
141	49	34	6	
142	49	33	7	
143	49	30	3	
144	51	29	0	
145	53	33	6	
146	55	37	16	
147	57	38	19	
148	59	38	15	
149	56	32	9	
150	56	32	15	
151	59	38	22	
152	61	43	19	
153	62	41	14	
154	61	38	10	
155	61	39	11	
156	60	42	21	
157	56	39	18	
158	54	37	7	
159	58	39	9	
160	55	33	10	
161	56	32	18	
162	60	35	26	
163	58	34	22	
164	64	40	17	
165	68	44	16	
166	72	49	23	
167	71	48	24	
168	65	41	14	
169	65	42	16	
170	66	45	16	
171	64	42	14	
172	62	41	19	
173	58	38	15	
174	54	36	12	
175	57	38	13	
176	51	32	9	
177	49	30	5	
178	50	32	2	
179	52	33	2	
180	49	34	0	
181	44	32	1	
182	42	31	2	
183	42	30	0	
184	45	30	0	
185	47	30	0	
186	51	35	6	
187	49	33	11	
188	45	28	6	
189	46	31	9	
190	43	29	7	
191	40	24	2	
192	44	24	0	
193	48	24	0	
194	47	23	0	
195	45	24	4	
196	42	22	5	
197	40	19	4	
198	41	23	7	
199	42	26	6	
200	40	24	0	
201	43	26	0	
202	45	26	0	
203	45	27	0	
204	50	35	5	
205	48	35	5	
206	47	31	3	
207	51	34	9	
208	57	38	15	
209	60	39	19	
210	62	38	20	
211	65	40	22	
212	64	41	25	
213	59	37	21	
214	56	37	18	
215	55	39	19	
216	52	34	16	
217	55	36	21	
218	56	36	28	
219	52	33	29	
220	50	31	28	
221	50	31	24	
222	52	33	17	
223	56	39	13	
224	59	39	11	
225	63	38	7	
226	63	38	9	
227	60	38	15	
228	55	36	20	
229	52	31	17	
230	49	31	13	
231	47	31	7	
232	44	26	2	
233	45	22	0	
234	42	20	3	
235	39	24	12	
236	40	28	17	
237	44	28	14	
238	46	27	0	
239	46	27	0	
240	48	30	12	
241	43	26	7	
242	47	23	0	
243	57	26	0	
244	58	27	7	
245	55	33	21	
246	50	31	22	
247	50	27	15	
248	53	28	13	
249	52	27	4	
250	51	28	4	
251	46	26	0	
252	43	27	4	
253	40	28	8	
254	46	34	16	
255	50	33	12	
256	49	26	0	
257	51	27	0	
258	48	26	2	
259	44	29	2	
260	45	31	0	
261	46	31	0	
262	48	29	0	
263	49	29	6	
264	49	32	16	
265	48	33	18	
266	48	32	9	
267	54	35	10	
268	58	34	17	
269	57	32	19	
270	63	39	23	
271	67	45	21	
272	67	45	11	
273	64	43	4	
274	63	41	2	
275	65	43	14	
276	72	49	26	
277	80	54	34	
278	92	60	34	
279	99	65	33	
280	106	70	30	
281	102	70	34	
282	103	68	42	
283	111	77	46	
284	114	77	33	
285	110	74	24	
286	107	69	23	
287	104	66	24	
288	107	68	25	
289	111	72	31	
290	121	77	36	
291	129	87	43	
292	146	97	50	
293	156	105	55	
294	169	113	60	
295	172	115	66	
296	178	117	67	
297	180	116	69	
298	182	116	70	
299	183	117	68	
300	180	115	64	
301	178	115	62	
302	176	116	62	
303	175	116	67	
304	175	113	72	
305	173	112	75	
306	177	117	77	
307	181	119	74	
308	182	118	72	
309	181	119	70	
310	182	122	70	
311	183	120	69	
312	182	118	70	
313	181	119	72	
314	179	116	67	
