Pos	Red	Green	Blue	
0	41	44	30	
1	38	44	27	
2	42	49	31	
3	44	47	31	
4	40	41	27	
5	38	40	28	
6	40	43	30	
7	43	46	30	
8	47	49	33	
9	46	48	32	
10	45	47	30	
11	47	51	36	
12	45	50	39	
13	41	48	36	
14	40	44	30	
15	41	39	24	
16	43	38	24	
17	43	42	28	
18	42	45	33	
19	41	46	35	
20	39	42	28	
21	41	43	26	
22	49	50	32	
23	45	48	31	
24	46	48	33	
25	52	57	36	
26	62	67	37	
27	66	73	38	
28	69	75	37	
29	71	74	39	
30	71	73	41	
31	69	70	39	
32	70	70	33	
33	75	76	37	
34	77	78	40	
35	77	78	44	
36	79	80	46	
37	79	81	43	
38	80	81	39	
39	79	79	36	
40	78	77	37	
41	77	75	36	
42	77	78	35	
43	77	80	39	
44	73	76	41	
45	73	76	44	
46	74	76	41	
47	74	76	40	
48	77	76	41	
49	76	75	41	
50	76	73	43	
51	78	74	45	
52	77	76	44	
53	77	80	45	
54	76	83	45	
55	74	84	42	
56	76	88	42	
57	78	88	42	
58	77	80	39	
59	77	75	38	
60	80	77	39	
61	81	79	39	
62	81	80	40	
63	79	79	40	
64	79	77	41	
65	83	80	44	
66	84	80	41	
67	83	80	39	
68	83	82	42	
69	83	87	43	
70	82	88	41	
71	79	84	35	
72	80	84	37	
73	81	84	39	
74	80	86	40	
75	83	91	44	
76	79	88	41	
77	76	82	39	
78	77	81	42	
79	79	80	44	
80	78	79	44	
81	76	77	46	
82	74	74	50	
83	76	73	48	
84	79	76	44	
85	77	77	42	
86	73	74	40	
87	76	76	43	
88	79	78	44	
89	81	80	43	
90	81	80	42	
91	79	79	41	
92	77	79	43	
93	76	78	46	
94	76	78	48	
95	77	78	45	
96	80	80	43	
97	82	81	43	
98	80	81	41	
99	79	81	41	
100	78	82	40	
101	78	82	39	
102	75	79	38	
103	75	81	39	
104	77	83	40	
105	76	78	36	
106	79	79	40	
107	80	81	44	
108	79	82	48	
109	78	83	47	
110	78	85	43	
111	79	84	42	
112	78	79	41	
113	78	78	43	
114	78	78	42	
115	77	80	42	
116	77	81	44	
117	77	79	44	
118	77	79	45	
119	79	82	47	
120	80	84	46	
121	79	84	47	
122	77	82	48	
123	76	78	46	
124	75	75	44	
125	76	76	44	
126	75	76	44	
127	78	77	44	
128	77	76	42	
129	75	76	39	
130	78	79	39	
131	80	80	39	
132	82	81	42	
133	83	84	47	
134	79	82	45	
135	78	83	46	
136	74	80	46	
137	73	78	43	
138	71	76	37	
139	74	79	41	
140	74	80	47	
141	68	73	41	
142	75	78	43	
143	79	80	41	
144	81	80	41	
145	84	83	45	
146	81	83	46	
147	78	82	47	
148	75	79	45	
149	74	78	43	
150	78	82	43	
151	79	82	44	
152	77	78	43	
153	77	80	46	
154	81	85	50	
155	78	83	46	
156	78	79	42	
157	80	75	40	
158	80	76	41	
159	78	79	46	
160	75	77	45	
161	78	77	46	
162	83	80	49	
163	83	79	44	
164	82	79	42	
165	82	81	44	
166	81	83	49	
167	80	83	51	
168	79	81	49	
169	79	81	48	
170	79	82	47	
171	81	84	46	
172	78	81	42	
173	77	81	43	
174	78	82	47	
175	78	82	46	
176	78	79	41	
177	78	80	40	
178	81	81	45	
179	79	79	44	
180	82	79	43	
181	86	83	48	
182	89	87	49	
183	86	86	50	
184	82	83	49	
185	81	82	47	
186	81	82	44	
187	81	82	42	
188	80	81	45	
189	78	79	43	
190	75	78	40	
191	78	82	43	
192	77	84	45	
193	74	82	45	
194	74	79	46	
195	77	77	46	
196	78	75	46	
197	77	76	47	
198	75	75	45	
199	76	74	43	
200	78	77	44	
201	77	76	43	
202	77	75	43	
203	77	76	47	
204	76	76	50	
205	74	76	48	
206	74	78	49	
207	77	78	48	
208	66	68	43	
209	60	63	42	
210	48	54	39	
211	35	39	30	
212	35	42	37	
213	33	39	38	
214	26	32	32	
215	31	35	34	
216	38	43	37	
217	40	46	39	
218	37	41	37	
219	36	41	39	
220	41	46	43	
221	41	43	38	
222	41	43	36	
223	43	49	41	
224	36	45	40	
225	34	41	38	
226	32	38	33	
227	31	35	28	
228	35	42	33	
229	39	47	37	
230	36	44	36	
231	31	39	34	
232	33	40	37	
233	32	36	34	
234	31	34	33	
235	33	36	36	
236	32	36	37	
237	31	35	39	
238	32	36	43	
239	33	37	41	
240	32	36	36	
241	33	36	37	
242	32	34	43	
243	32	32	46	
244	32	32	41	
245	33	35	39	
246	36	39	39	
247	32	38	38	
248	31	36	35	
249	33	39	35	
250	36	42	36	
251	35	40	35	
252	35	42	39	
253	36	44	40	
254	38	46	40	
255	38	46	39	
256	43	48	41	
257	48	53	45	
258	49	55	43	
259	55	65	51	
260	59	72	55	
261	58	70	53	
262	59	71	54	
263	57	67	51	
264	50	60	45	
265	42	51	40	
266	38	49	43	
267	41	53	46	
268	38	49	41	
269	34	44	37	
270	33	42	39	
271	35	42	40	
272	30	35	35	
273	28	31	36	
274	34	38	46	
275	37	42	46	
276	37	42	41	
277	34	40	37	
278	33	41	37	
279	34	44	40	
280	37	47	43	
281	35	43	43	
282	30	35	39	
283	32	37	43	
284	32	38	41	
285	35	42	43	
286	36	45	44	
287	36	46	45	
288	35	45	46	
289	35	47	44	
290	38	49	41	
291	39	47	40	
292	39	44	42	
293	37	40	40	
294	38	39	39	
295	40	42	40	
296	48	49	46	
297	53	57	51	
298	58	60	52	
299	62	64	53	
300	65	70	54	
301	63	68	53	
302	56	63	50	
303	51	56	48	
304	47	55	48	
305	42	51	44	
306	41	51	42	
307	43	54	45	
308	41	48	45	
309	40	46	45	
310	48	49	47	
311	54	57	50	
312	64	69	56	
313	70	76	60	
314	66	74	56	
315	57	66	51	
316	48	58	50	
317	43	50	45	
318	37	43	41	
319	37	41	40	
320	36	39	41	
321	35	40	43	
322	36	41	43	
323	39	44	45	
324	41	45	47	
325	40	45	47	
326	35	42	41	
327	33	41	39	
328	32	44	41	
329	34	45	41	
330	35	44	41	
331	35	41	40	
332	38	42	43	
333	39	43	46	
334	36	40	43	
335	37	44	44	
336	39	47	41	
337	41	50	41	
338	50	56	46	
339	54	61	51	
340	61	67	54	
341	62	67	54	
342	58	64	50	
343	55	62	47	
344	53	62	44	
345	55	65	46	
346	57	70	51	
347	55	69	50	
348	52	65	50	
349	45	57	47	
350	40	51	49	
351	43	51	51	
352	39	47	46	
353	37	46	44	
354	38	48	46	
355	37	47	44	
356	37	46	42	
357	42	50	46	
358	43	49	49	
359	40	43	46	
360	39	41	43	
361	42	45	45	
362	42	46	47	
363	39	43	46	
364	40	45	46	
365	36	43	46	
366	33	40	47	
367	37	45	49	
368	39	50	49	
369	37	49	46	
370	34	43	41	
371	38	44	43	
372	43	49	47	
373	40	47	47	
374	37	44	45	
375	41	47	47	
376	40	49	49	
377	39	47	46	
378	35	43	41	
379	36	43	41	
380	41	50	47	
381	39	47	46	
382	38	44	43	
383	43	49	46	
384	47	52	46	
385	47	51	47	
386	54	55	53	
387	57	59	56	
388	52	57	50	
389	46	54	47	
390	39	51	49	
391	39	47	50	
392	36	42	48	
393	35	36	44	
394	36	37	45	
395	35	40	45	
396	34	41	45	
397	36	43	45	
398	38	42	44	
399	36	40	41	
400	40	45	44	
401	40	48	47	
402	39	45	46	
403	46	50	48	
404	56	60	51	
405	61	69	56	
406	63	69	55	
407	61	68	51	
408	68	77	56	
409	70	78	56	
410	64	72	53	
411	62	67	55	
412	61	66	55	
413	62	65	56	
414	59	63	55	
415	60	65	56	
416	63	68	57	
417	61	66	52	
418	59	62	51	
419	52	58	48	
420	46	53	44	
421	55	62	50	
422	54	61	48	
423	51	58	45	
424	53	60	45	
425	55	62	46	
426	59	66	50	
427	59	66	51	
428	60	65	49	
429	61	66	48	
430	60	66	48	
431	59	67	48	
432	57	66	52	
433	54	63	51	
434	56	66	53	
435	60	69	54	
436	61	69	51	
437	66	71	51	
438	63	69	51	
439	53	59	47	
440	44	51	45	
441	41	49	47	
442	39	48	48	
443	40	47	46	
444	43	51	50	
445	42	52	50	
446	41	52	46	
447	45	56	52	
448	43	51	54	
449	40	49	54	
450	41	51	52	
451	42	53	50	
452	42	52	49	
453	42	50	47	
454	46	55	51	
455	44	52	49	
456	38	44	45	
457	37	42	46	
458	38	45	49	
459	41	48	53	
460	38	45	50	
461	36	43	45	
462	37	44	43	
463	40	47	44	
464	44	51	47	
465	44	51	48	
466	44	53	48	
467	42	52	50	
468	40	50	53	
469	36	45	50	
470	38	47	50	
471	40	49	47	
472	38	46	41	
473	42	49	43	
474	42	49	43	
475	42	48	44	
476	42	47	41	
477	45	49	41	
478	47	51	44	
479	46	51	48	
480	44	51	53	
481	42	49	52	
482	48	54	51	
483	52	58	54	
484	49	53	52	
485	45	48	49	
486	44	49	49	
487	41	48	46	
488	39	48	46	
489	43	51	51	
490	41	47	49	
491	40	44	48	
492	38	44	48	
493	39	46	48	
494	38	46	48	
495	37	46	48	
496	38	47	50	
497	37	45	50	
498	38	44	49	
499	40	46	52	
500	42	48	52	
501	41	48	53	
502	45	52	57	
503	51	57	58	
504	51	54	50	
505	49	53	47	
506	57	59	51	
507	61	64	55	
