Pos	Red	Green	Blue	
0	60	48	32	
1	63	50	33	
2	74	54	32	
3	85	65	39	
4	92	72	43	
5	92	69	38	
6	94	69	37	
7	97	68	36	
8	101	70	38	
9	101	75	40	
10	107	79	42	
11	111	83	46	
12	113	81	46	
13	114	81	45	
14	117	83	45	
15	116	81	42	
16	114	80	43	
17	113	80	46	
18	109	77	44	
19	107	76	44	
20	104	76	44	
21	102	75	42	
22	102	74	41	
23	102	72	38	
24	105	74	40	
25	104	75	39	
26	106	79	40	
27	108	82	43	
28	106	80	40	
29	106	79	42	
30	107	78	46	
31	107	77	45	
32	108	77	43	
33	107	79	42	
34	108	79	43	
35	110	78	42	
36	111	80	45	
37	110	83	46	
38	109	81	42	
39	111	81	44	
40	112	81	45	
41	110	79	45	
42	110	79	43	
43	113	82	45	
44	113	81	45	
45	114	80	45	
46	115	82	47	
47	113	81	45	
48	112	81	45	
49	113	84	46	
50	113	85	46	
51	112	85	44	
52	113	84	43	
53	112	82	42	
54	112	82	44	
55	113	83	46	
56	111	82	45	
57	112	82	45	
58	111	79	42	
59	107	74	38	
60	107	75	40	
61	105	76	41	
62	106	77	41	
63	109	78	44	
64	111	76	44	
65	112	77	45	
66	115	79	44	
67	114	76	39	
68	114	78	40	
69	116	83	45	
70	113	79	42	
71	112	77	42	
72	114	81	44	
73	115	86	46	
74	115	87	45	
75	117	89	48	
76	116	89	49	
77	114	85	46	
78	111	81	44	
79	110	80	44	
80	109	80	45	
81	106	77	46	
82	107	77	54	
83	110	78	54	
84	111	77	45	
85	110	76	40	
86	110	80	45	
87	110	79	47	
88	108	78	45	
89	108	80	47	
90	110	82	48	
91	110	79	46	
92	113	78	46	
93	115	81	50	
94	115	78	47	
95	115	79	46	
96	118	83	47	
97	118	81	44	
98	116	79	43	
99	114	81	44	
100	111	83	44	
101	111	82	45	
102	109	79	44	
103	107	76	43	
104	109	81	47	
105	108	83	48	
106	108	79	43	
107	113	80	45	
108	116	81	49	
109	114	80	47	
110	115	83	48	
111	112	81	44	
112	108	80	45	
113	107	81	49	
114	104	77	48	
115	105	77	48	
116	104	77	47	
117	99	74	44	
118	99	75	45	
119	101	79	47	
120	104	82	45	
121	106	82	44	
122	108	82	46	
123	112	83	49	
124	111	81	47	
125	107	78	46	
126	104	74	44	
127	105	73	43	
128	106	75	42	
129	107	80	43	
130	108	82	45	
131	106	79	42	
132	108	78	42	
133	112	81	46	
134	111	78	45	
135	108	75	44	
136	108	76	47	
137	111	79	49	
138	110	78	45	
139	112	83	47	
140	111	84	48	
141	105	77	42	
142	109	80	45	
143	113	84	47	
144	115	84	45	
145	117	86	49	
146	114	83	48	
147	112	81	45	
148	114	82	46	
149	114	82	46	
150	113	81	48	
151	112	79	49	
152	111	79	51	
153	112	81	51	
154	114	84	50	
155	112	84	48	
156	112	84	49	
157	112	84	49	
158	111	80	42	
159	117	83	43	
160	120	85	44	
161	119	85	44	
162	120	88	48	
163	119	89	49	
164	118	87	48	
165	116	86	48	
166	116	87	52	
167	115	87	54	
168	115	87	54	
169	115	85	53	
170	114	82	50	
171	113	81	49	
172	112	81	51	
173	109	78	49	
174	111	77	49	
175	116	79	48	
176	117	81	48	
177	115	83	47	
178	112	82	45	
179	113	81	46	
180	114	81	47	
181	114	79	47	
182	114	80	47	
183	112	80	46	
184	112	81	48	
185	113	82	49	
186	106	76	46	
187	99	72	45	
188	83	68	48	
189	68	58	44	
190	48	44	37	
191	45	38	37	
192	42	39	41	
193	43	42	41	
194	45	47	40	
195	42	44	38	
196	42	43	39	
197	45	43	43	
198	44	41	41	
199	45	43	43	
200	52	44	42	
201	55	41	37	
202	57	44	39	
203	52	45	42	
204	41	39	39	
205	36	34	39	
206	36	35	43	
207	37	34	40	
208	36	32	35	
209	37	33	33	
210	36	34	33	
211	36	34	34	
212	39	37	37	
213	38	36	38	
214	35	34	36	
215	36	37	38	
216	37	41	41	
217	36	40	38	
218	35	38	36	
219	37	38	35	
220	40	41	38	
221	39	41	39	
222	34	37	36	
223	31	36	38	
224	33	36	40	
225	39	38	42	
226	43	36	37	
227	51	42	41	
228	56	49	46	
229	56	57	53	
230	52	55	52	
231	47	46	46	
232	49	49	48	
233	47	45	45	
234	55	48	44	
235	72	60	53	
236	83	65	58	
237	82	65	58	
238	84	70	59	
239	88	74	61	
240	79	71	57	
241	69	61	55	
242	56	54	59	
243	47	49	56	
244	41	45	48	
245	39	41	40	
246	38	40	43	
247	39	42	44	
248	36	39	40	
249	39	41	41	
250	39	41	43	
251	35	36	38	
252	37	38	36	
253	40	42	39	
254	38	42	41	
255	35	41	41	
256	36	41	39	
257	36	39	38	
258	39	40	40	
259	43	43	46	
260	42	43	48	
261	41	45	49	
262	43	46	49	
263	43	44	45	
264	42	42	45	
265	41	43	46	
266	40	43	44	
267	40	44	45	
268	43	45	47	
269	44	48	48	
270	43	47	45	
271	45	50	47	
272	48	51	48	
273	48	46	46	
274	61	49	48	
275	75	62	55	
276	90	74	59	
277	94	80	60	
278	86	78	57	
279	76	71	51	
280	62	66	49	
281	51	53	44	
282	43	44	49	
