Pos	Red	Green	Blue	
0	32	38	29	
1	30	33	24	
2	34	36	27	
3	33	35	27	
4	33	34	27	
5	34	36	29	
6	37	39	30	
7	37	38	31	
8	40	38	34	
9	40	39	33	
10	46	42	30	
11	52	47	32	
12	59	51	38	
13	66	60	43	
14	74	65	38	
15	80	65	36	
16	83	66	36	
17	82	67	37	
18	84	68	36	
19	86	70	39	
20	91	73	42	
21	91	76	43	
22	95	78	41	
23	97	78	40	
24	95	76	39	
25	95	80	41	
26	96	86	45	
27	93	82	40	
28	88	74	35	
29	87	71	37	
30	89	72	43	
31	90	71	42	
32	89	69	37	
33	88	69	35	
34	89	71	37	
35	93	73	43	
36	94	73	46	
37	94	71	46	
38	92	70	41	
39	94	72	41	
40	94	75	44	
41	94	76	42	
42	94	79	43	
43	96	83	45	
44	97	81	44	
45	98	78	41	
46	98	81	43	
47	96	80	42	
48	93	77	39	
49	97	79	42	
50	98	77	39	
51	98	77	39	
52	99	78	43	
53	100	76	42	
54	100	78	43	
55	99	79	45	
56	98	78	45	
57	102	81	48	
58	103	80	43	
59	100	75	37	
60	100	77	41	
61	100	79	42	
62	100	78	40	
63	102	78	39	
64	101	77	39	
65	100	79	43	
66	97	78	44	
67	96	76	42	
68	96	77	43	
69	97	80	42	
70	95	77	39	
71	93	75	36	
72	93	75	36	
73	94	79	39	
74	95	82	43	
75	97	81	44	
76	97	80	42	
77	95	77	42	
78	96	79	47	
79	97	78	47	
80	97	75	43	
81	96	73	45	
82	97	71	52	
83	100	75	54	
84	104	79	49	
85	105	80	43	
86	103	81	46	
87	101	80	47	
88	97	78	46	
89	97	78	45	
90	97	77	43	
91	96	73	40	
92	99	76	45	
93	99	77	47	
94	99	78	47	
95	101	81	47	
96	102	83	44	
97	101	84	44	
98	100	81	44	
99	99	80	43	
100	100	82	42	
101	99	82	41	
102	99	79	41	
103	101	80	45	
104	101	79	45	
105	100	79	47	
106	101	80	47	
107	99	78	46	
108	99	77	48	
109	99	75	46	
110	97	76	45	
111	96	77	45	
112	93	74	44	
113	94	75	44	
114	97	76	42	
115	97	75	40	
116	99	76	40	
117	100	77	41	
118	103	81	44	
119	100	77	42	
120	100	79	45	
121	102	82	49	
122	97	77	44	
123	98	77	44	
124	97	79	46	
125	91	76	42	
126	88	73	38	
127	88	71	37	
128	90	73	39	
129	92	75	42	
130	94	77	44	
131	96	81	46	
132	98	85	47	
133	99	85	48	
134	97	78	46	
135	95	74	43	
136	97	77	43	
137	98	79	43	
138	95	79	41	
139	95	82	46	
140	94	81	50	
141	93	78	48	
142	97	82	48	
143	98	82	46	
144	97	80	45	
145	98	80	48	
146	95	75	44	
147	95	75	44	
148	100	81	49	
149	99	80	48	
150	100	79	48	
151	101	79	48	
152	102	78	46	
153	104	80	44	
154	104	82	44	
155	104	84	45	
156	103	85	46	
157	99	80	44	
158	98	78	43	
159	98	80	45	
160	98	79	46	
161	98	78	47	
162	98	78	49	
163	98	78	49	
164	96	76	47	
165	97	78	49	
166	99	78	48	
167	98	75	47	
168	102	77	50	
169	106	82	52	
170	107	83	48	
171	106	82	43	
172	104	83	40	
173	103	84	41	
174	103	86	48	
175	102	83	48	
176	103	83	47	
177	104	86	47	
178	104	87	48	
179	103	85	48	
180	100	78	46	
181	100	76	48	
182	100	79	49	
183	98	78	47	
184	98	79	49	
185	99	79	48	
186	98	77	47	
187	101	80	51	
188	101	82	51	
189	99	79	46	
190	99	78	44	
191	102	81	43	
192	101	80	42	
193	102	84	46	
194	99	85	49	
195	92	77	48	
196	78	68	48	
197	64	58	44	
198	48	50	39	
199	45	46	35	
200	41	45	34	
201	39	39	32	
202	41	40	36	
203	42	39	40	
204	44	40	43	
205	43	41	42	
206	46	43	40	
207	49	45	38	
208	46	42	36	
209	44	42	37	
210	43	42	36	
211	44	44	38	
212	43	45	40	
213	38	40	38	
214	31	35	35	
215	32	34	34	
216	31	34	32	
217	33	36	33	
218	32	36	34	
219	32	37	34	
220	38	42	38	
221	40	40	36	
222	36	33	33	
223	33	34	35	
224	34	35	38	
225	35	35	38	
226	36	35	37	
227	34	34	36	
228	33	35	36	
229	39	43	43	
230	36	42	44	
231	33	38	42	
232	35	39	41	
233	34	39	38	
234	36	38	36	
235	36	36	33	
236	41	39	34	
237	42	44	38	
238	45	43	42	
239	44	39	40	
240	39	34	35	
241	39	35	38	
242	42	41	45	
243	50	49	50	
244	57	54	47	
245	64	64	49	
246	68	65	50	
247	69	66	51	
248	72	69	53	
249	73	68	55	
250	68	68	60	
251	57	58	54	
252	45	50	43	
253	47	50	42	
254	46	52	44	
255	41	50	43	
256	40	46	42	
257	39	44	43	
258	37	40	47	
259	33	36	46	
260	31	34	41	
261	35	39	39	
262	38	42	38	
263	42	43	38	
264	44	42	43	
265	40	39	43	
266	38	40	44	
267	38	41	44	
268	38	42	44	
269	39	44	44	
270	37	43	42	
271	34	41	40	
272	35	41	38	
273	38	40	38	
274	37	39	38	
275	35	40	40	
276	35	40	43	
277	36	40	44	
278	38	40	43	
279	38	42	43	
280	41	47	45	
281	41	46	47	
282	40	40	49	
283	43	43	49	
284	55	49	43	
285	70	64	48	
286	83	77	58	
287	84	76	58	
288	78	75	56	
289	74	72	53	
290	65	68	49	
291	61	62	47	
292	54	57	48	
293	49	53	48	
294	45	52	51	
295	43	49	48	
296	45	49	49	
297	50	54	51	
298	60	55	49	
299	72	61	52	
300	84	72	57	
301	86	77	62	
302	80	76	63	
303	70	67	60	
304	56	56	55	
305	46	47	48	
306	40	43	46	
307	39	43	44	
308	38	44	45	
309	36	42	42	
310	40	42	41	
311	47	48	47	
312	49	49	51	
313	46	50	52	
314	39	47	46	
315	33	41	43	
316	34	43	48	
317	37	45	51	
318	37	42	50	
319	40	41	50	
320	42	42	51	
321	43	45	50	
322	43	45	47	
323	41	46	44	
324	45	50	48	
325	47	55	51	
326	55	57	47	
327	67	67	52	
328	76	74	58	
329	78	75	58	
330	71	69	57	
331	60	58	49	
332	61	59	46	
333	72	66	50	
334	75	71	55	
335	70	66	52	
336	58	58	45	
337	49	54	42	
338	44	52	44	
339	43	52	47	
340	43	50	48	
341	42	48	47	
342	42	44	45	
343	42	43	42	
344	46	48	44	
345	46	47	44	
346	45	45	45	
347	46	45	46	
348	47	49	46	
349	49	50	47	
350	45	45	46	
351	43	45	47	
352	43	45	47	
353	45	49	49	
354	46	50	50	
355	43	45	46	
356	45	47	49	
357	45	45	49	
358	44	42	47	
359	46	45	49	
360	48	48	51	
361	47	48	51	
362	43	45	48	
363	44	44	48	
364	44	44	45	
365	42	44	45	
366	45	48	50	
367	44	49	50	
368	41	49	48	
369	42	51	50	
370	45	55	53	
371	47	52	53	
372	52	50	52	
373	54	53	52	
374	62	60	54	
375	68	67	59	
376	62	59	57	
377	52	50	53	
378	45	48	52	
379	42	45	47	
380	38	44	44	
381	37	43	42	
382	40	45	44	
383	42	47	44	
384	39	44	41	
385	36	44	41	
386	39	46	45	
387	43	48	49	
388	47	48	49	
389	47	48	51	
390	51	48	50	
391	55	53	52	
392	64	60	56	
393	68	64	58	
394	70	64	53	
395	77	70	56	
396	81	76	59	
397	79	73	57	
398	76	71	57	
399	72	67	55	
400	69	67	56	
401	64	67	56	
402	60	62	53	
403	65	63	55	
404	67	65	58	
405	66	67	60	
406	65	69	63	
407	56	63	56	
408	56	62	51	
409	63	66	52	
410	65	63	53	
411	68	62	54	
412	71	62	53	
413	73	63	55	
414	72	61	53	
415	74	65	53	
416	75	69	53	
417	73	70	54	
418	71	67	57	
419	73	67	56	
420	73	69	51	
421	69	65	47	
422	66	62	53	
423	68	63	58	
424	72	65	59	
425	79	69	63	
426	74	70	66	
427	57	62	61	
428	45	56	57	
429	42	50	53	
430	40	46	51	
431	44	49	53	
432	45	49	52	
433	46	49	51	
434	45	49	49	
435	44	48	49	
436	46	51	52	
437	48	55	54	
438	51	56	54	
439	53	56	54	
440	52	54	55	
441	51	53	54	
442	48	51	54	
443	44	47	51	
444	40	44	48	
445	40	48	49	
446	44	53	50	
447	43	50	47	
448	40	43	47	
449	38	40	49	
450	39	42	51	
451	45	49	54	
452	45	51	50	
453	42	49	47	
454	49	55	54	
455	54	56	56	
456	48	47	50	
457	43	45	50	
458	45	48	51	
459	48	49	54	
460	47	47	55	
461	47	49	57	
462	47	51	54	
463	45	49	48	
464	45	49	48	
465	44	50	48	
466	45	50	46	
467	47	53	49	
468	49	53	52	
469	47	48	46	
470	52	54	48	
471	56	60	52	
472	52	56	50	
473	49	54	52	
474	47	53	56	
475	46	53	56	
476	49	53	53	
477	50	51	50	
478	50	51	51	
479	47	50	53	
480	43	49	57	
481	41	46	53	
482	43	45	50	
483	45	48	47	
484	47	49	47	
485	46	48	47	
486	48	52	48	
487	51	56	52	
488	49	53	52	
489	49	54	53	
490	52	57	53	
491	57	60	55	
492	58	57	53	
493	53	55	51	
494	64	63	56	
495	76	70	60	
496	81	71	61	
497	79	69	61	
498	75	69	64	
499	67	67	64	
500	56	61	60	
501	53	55	56	
502	54	56	56	
503	61	60	58	
504	60	60	58	
505	51	54	55	
506	49	53	56	
507	47	49	55	
508	45	44	52	
509	48	49	52	
510	50	53	48	
511	49	56	46	
512	60	65	57	
513	68	71	60	
514	78	75	57	
515	83	80	59	
516	91	82	61	
517	96	85	64	
518	101	87	66	
519	101	88	65	
520	100	87	63	
521	98	84	58	
522	90	84	56	
523	81	79	56	
524	69	71	59	
525	68	67	63	
526	64	63	63	
527	67	65	62	
528	67	64	59	
529	66	63	56	
530	66	65	58	
531	61	64	58	
532	55	60	58	
533	52	57	57	
534	47	53	52	
535	47	52	50	
536	52	54	51	
537	55	57	53	
538	68	64	57	
539	78	68	60	
540	74	65	61	
541	60	58	60	
542	47	52	60	
543	48	48	57	
544	47	47	52	
545	41	43	50	
546	41	44	54	
547	42	44	54	
548	43	44	51	
549	43	44	49	
550	39	40	44	
551	39	43	44	
552	47	52	49	
553	49	51	48	
554	47	46	50	
555	43	43	51	
556	40	43	50	
557	42	45	49	
558	41	45	46	
559	40	45	44	
560	42	46	44	
561	44	45	44	
562	46	46	46	
563	47	46	47	
564	44	43	46	
565	46	46	48	
566	42	43	44	
567	39	42	42	
568	42	46	46	
569	41	46	46	
570	42	48	48	
571	39	47	47	
572	35	45	45	
573	39	47	46	
574	39	44	44	
575	36	39	44	
576	42	43	48	
577	44	44	49	
578	43	43	45	
579	46	48	48	
580	46	50	53	
581	40	43	47	
582	43	46	46	
583	46	48	45	
584	44	47	44	
585	45	51	48	
586	44	49	47	
587	43	47	46	
588	46	46	48	
589	43	41	46	
590	42	42	47	
591	41	46	50	
592	38	45	48	
593	38	43	45	
594	40	43	45	
595	40	42	46	
596	40	43	48	
597	42	46	51	
598	42	47	50	
599	40	46	48	
600	44	49	50	
601	47	50	49	
602	48	48	44	
603	49	50	45	
604	49	49	47	
605	46	46	49	
606	48	49	55	
607	44	47	52	
608	38	41	46	
609	40	42	48	
610	38	41	50	
611	37	40	48	
612	38	41	46	
613	39	42	45	
614	41	45	50	
615	41	46	53	
616	40	46	53	
617	43	46	54	
618	40	42	50	
619	41	43	49	
620	41	43	48	
621	39	41	45	
622	43	45	50	
623	44	47	51	
624	43	45	51	
625	39	40	47	
626	39	41	43	
627	42	47	48	
628	39	44	49	
629	38	41	47	
630	37	40	41	
631	38	42	41	
632	39	43	43	
633	35	40	45	
634	38	42	51	
635	40	43	52	
636	39	41	46	
637	41	42	45	
638	40	42	44	
639	40	44	47	
640	41	47	52	
641	39	44	50	
642	40	41	47	
643	45	43	48	
644	45	45	50	
645	44	46	49	
646	43	46	46	
647	44	46	45	
648	45	47	47	
649	42	45	48	
650	38	41	47	
651	39	43	48	
652	41	47	50	
653	40	46	47	
654	41	44	45	
655	43	44	43	
656	47	47	44	
657	47	46	43	
658	48	46	44	
659	46	47	47	
660	40	43	46	
661	40	45	48	
662	40	47	48	
663	40	46	46	
664	41	46	46	
665	44	47	48	
666	44	46	51	
667	47	49	54	
668	47	48	52	
669	44	45	49	
670	44	46	51	
671	40	44	50	
672	43	46	54	
673	44	47	56	
674	45	44	54	
675	47	44	51	
676	47	44	48	
677	45	45	47	
678	43	44	47	
679	41	43	49	
680	43	44	54	
681	47	48	53	
682	50	51	49	
683	47	50	46	
684	44	47	47	
685	47	51	51	
686	48	51	51	
687	44	45	50	
688	43	45	57	
689	43	45	57	
690	40	44	47	
691	39	46	45	
692	41	48	49	
693	41	47	50	
694	52	45	49	
695	57	44	48	
696	55	43	44	
697	48	44	42	
698	39	45	45	
699	41	43	45	
700	44	42	46	
701	45	42	47	
702	46	44	46	
703	46	47	47	
704	46	50	51	
705	44	49	50	
706	41	44	46	
707	41	43	46	
708	40	42	45	
709	43	48	49	
710	49	55	54	
711	45	49	52	
712	44	45	52	
713	44	47	54	
714	44	47	52	
715	44	46	52	
716	42	43	48	
717	43	45	49	
718	44	46	49	
719	49	49	50	
720	53	53	52	
721	50	51	49	
722	51	52	48	
723	50	52	49	
724	52	54	54	
725	52	53	55	
726	49	49	52	
727	48	48	51	
728	46	46	49	
729	45	44	48	
730	44	45	48	
731	46	50	52	
732	44	50	53	
733	45	49	53	
734	42	45	50	
735	47	52	52	
736	51	56	51	
737	46	49	44	
738	46	49	48	
739	44	49	47	
740	42	47	44	
741	42	47	46	
742	43	48	49	
743	43	48	52	
744	42	45	49	
745	44	47	50	
746	43	46	49	
747	42	46	46	
748	44	47	45	
749	46	47	44	
750	50	50	46	
751	53	53	49	
752	53	54	49	
753	53	54	50	
754	56	56	51	
755	60	59	52	
756	65	61	54	
757	69	62	58	
758	68	59	58	
759	66	55	56	
760	61	53	54	
761	54	51	53	
762	52	52	57	
763	50	51	56	
764	48	48	50	
765	47	44	47	
766	45	44	48	
767	46	49	52	
768	50	56	55	
769	50	55	53	
770	50	53	49	
771	54	57	52	
772	55	58	53	
773	51	59	53	
774	58	64	54	
775	65	68	55	
776	75	74	56	
777	82	82	62	
778	95	86	65	
779	101	87	66	
780	111	93	68	
781	115	98	71	
782	116	99	69	
783	120	105	71	
784	123	108	69	
785	122	107	68	
786	123	106	72	
787	122	106	72	
788	124	107	72	
789	124	106	69	
790	123	104	65	
791	123	106	68	
792	123	107	70	
793	122	106	72	
794	123	105	76	
795	123	104	75	
796	123	104	72	
797	124	105	72	
798	123	105	73	
799	122	105	72	
800	125	109	73	
801	127	109	72	
802	125	106	68	
803	123	105	67	
804	124	108	69	
805	121	108	71	
806	122	106	75	
807	125	105	75	
808	129	106	73	
809	130	107	71	
810	131	108	71	
811	131	112	74	
812	130	112	76	
813	131	113	77	
814	133	113	75	
815	133	112	74	
816	131	110	75	
817	129	109	74	
818	127	106	72	
819	128	103	69	
820	127	105	73	
821	125	104	73	
822	119	102	70	
823	117	102	71	
824	114	101	73	
825	110	97	72	
826	107	96	72	
827	108	98	73	
828	109	96	69	
829	110	93	65	
830	112	93	67	
831	113	95	69	
832	113	99	73	
833	112	100	74	
834	113	98	70	
835	113	97	68	
836	116	100	70	
837	119	101	73	
838	121	101	74	
839	123	103	75	
840	124	104	75	
841	124	103	72	
842	125	106	72	
843	129	110	74	
844	128	106	69	
845	127	105	68	
846	128	109	73	
847	128	109	74	
848	126	107	73	
849	124	107	72	
850	125	108	73	
851	124	106	73	
852	122	105	76	
853	123	108	79	
854	124	107	75	
855	124	106	72	
856	126	107	73	
857	127	108	74	
858	126	106	72	
859	127	105	72	
860	127	106	74	
861	124	106	75	
862	125	110	80	
863	127	109	79	
864	125	105	72	
865	124	104	70	
866	121	104	70	
867	119	103	69	
868	114	102	70	
869	113	102	73	
870	111	100	74	
871	112	98	74	
872	111	97	72	
873	109	96	70	
874	108	95	68	
875	108	93	64	
876	109	94	64	
877	108	95	63	
878	107	96	65	
879	106	96	65	
880	104	94	63	
881	104	94	66	
882	106	94	69	
883	106	94	70	
884	110	95	71	
885	111	96	70	
886	116	100	69	
887	123	106	74	
888	126	105	71	
889	128	105	72	
890	131	106	74	
891	130	105	73	
892	130	108	74	
893	127	110	75	
894	125	111	73	
895	127	112	74	
896	128	109	73	
897	128	106	72	
898	127	104	72	
899	124	104	73	
900	124	104	73	
901	126	105	73	
902	128	107	73	
903	129	108	73	
904	129	107	72	
905	129	108	72	
906	128	106	72	
907	126	102	69	
908	127	104	70	
909	129	106	72	
910	126	105	75	
911	122	104	74	
912	120	105	74	
913	117	102	72	
914	115	100	72	
915	116	103	75	
916	114	102	74	
917	113	99	72	
918	114	97	73	
919	116	98	74	
920	115	99	74	
921	115	102	74	
922	115	101	71	
923	117	97	69	
924	114	94	71	
925	111	93	71	
926	102	90	66	
927	94	84	61	
928	83	80	63	
929	75	73	58	
930	64	64	52	
931	64	63	52	
932	66	65	55	
933	67	62	53	
934	65	59	52	
935	63	57	52	
936	62	57	55	
937	61	56	55	
938	59	55	55	
939	59	55	54	
940	54	54	50	
941	53	54	50	
942	49	51	51	
943	46	48	47	
944	51	52	49	
945	50	51	48	
946	49	50	50	
947	49	53	53	
948	49	53	50	
949	49	53	49	
950	56	58	53	
951	61	63	57	
952	66	64	57	
953	75	74	62	
954	87	80	60	
955	95	87	63	
956	106	93	68	
957	107	94	70	
958	115	97	71	
959	120	100	73	
960	124	102	74	
961	121	101	73	
962	120	102	73	
963	122	107	76	
964	125	110	78	
965	125	107	76	
966	125	103	71	
967	127	105	73	
968	129	105	73	
969	126	102	69	
970	128	105	72	
971	128	107	73	
972	127	108	72	
973	129	110	74	
974	127	109	72	
975	125	107	70	
976	124	107	68	
977	127	109	70	
978	127	108	73	
979	125	106	74	
980	125	106	73	
981	126	107	73	
982	127	106	73	
983	127	105	73	
984	129	108	74	
985	128	107	72	
986	127	105	68	
987	126	105	67	
988	126	106	70	
989	127	107	72	
990	127	107	74	
991	126	105	74	
992	123	104	74	
993	123	105	73	
994	122	106	72	
995	121	105	72	
996	119	104	73	
997	121	104	73	
998	122	103	71	
999	121	101	69	
1000	123	102	73	
1001	125	104	75	
1002	122	103	74	
1003	121	105	74	
1004	123	105	73	
1005	126	101	69	
1006	127	100	68	
