Pos	Red	Green	Blue	
0	38	39	25	
1	32	32	19	
2	34	30	17	
3	42	36	25	
4	49	37	29	
5	48	37	28	
6	60	45	30	
7	67	54	31	
8	79	63	35	
9	82	64	34	
10	85	65	32	
11	88	67	37	
12	90	70	43	
13	90	70	45	
14	94	71	41	
15	98	71	39	
16	101	70	37	
17	104	73	38	
18	107	77	40	
19	108	77	40	
20	106	76	39	
21	103	77	40	
22	98	75	38	
23	93	70	35	
24	91	69	37	
25	94	71	39	
26	97	75	43	
27	95	75	41	
28	94	70	35	
29	97	70	36	
30	100	74	40	
31	99	75	41	
32	98	76	39	
33	99	77	40	
34	100	76	39	
35	99	72	38	
36	101	75	43	
37	102	76	44	
38	102	76	42	
39	103	75	42	
40	103	75	43	
41	105	76	43	
42	105	76	43	
43	102	76	42	
44	101	73	41	
45	101	73	41	
46	103	75	41	
47	104	78	41	
48	106	80	42	
49	106	78	41	
50	105	76	39	
51	108	78	40	
52	108	78	41	
53	107	77	40	
54	107	78	41	
55	106	76	40	
56	106	78	40	
57	107	81	41	
58	104	78	37	
59	104	77	38	
60	102	78	42	
61	100	76	41	
62	100	76	42	
63	99	73	41	
64	98	68	40	
65	99	71	44	
66	100	73	42	
67	101	73	38	
68	102	73	34	
69	105	76	36	
70	105	75	38	
71	103	74	39	
72	103	77	44	
73	103	76	44	
74	101	77	41	
75	101	82	43	
76	102	81	42	
77	101	78	39	
78	104	79	42	
79	108	82	46	
80	107	79	43	
81	102	72	41	
82	102	74	50	
83	104	77	51	
84	104	76	44	
85	104	74	40	
86	103	73	40	
87	106	75	43	
88	105	76	44	
89	104	76	42	
90	105	77	39	
91	105	76	39	
92	105	76	41	
93	101	75	40	
94	100	77	42	
95	100	78	41	
96	103	76	40	
97	106	78	42	
98	109	80	46	
99	109	80	45	
100	109	81	41	
101	110	83	42	
102	105	77	40	
103	102	76	42	
104	100	76	42	
105	102	77	42	
106	102	77	41	
107	98	71	39	
108	98	71	44	
109	100	76	47	
110	102	78	45	
111	103	78	42	
112	107	81	43	
113	108	80	43	
114	106	77	41	
115	103	74	39	
116	103	75	41	
117	103	75	43	
118	101	75	42	
119	99	78	48	
120	94	75	47	
121	90	70	44	
122	91	70	43	
123	92	71	43	
124	96	73	46	
125	99	76	45	
126	101	78	43	
127	100	77	41	
128	100	78	40	
129	100	76	40	
130	101	77	42	
131	101	76	43	
132	101	74	43	
133	101	76	46	
134	101	77	46	
135	99	73	42	
136	100	74	40	
137	103	76	42	
138	102	75	40	
139	103	80	44	
140	103	81	47	
141	99	76	43	
142	100	76	43	
143	103	78	44	
144	104	77	42	
145	104	78	44	
146	104	79	45	
147	105	78	43	
148	106	79	42	
149	106	79	43	
150	106	79	44	
151	107	79	45	
152	108	79	45	
153	106	80	43	
154	105	79	44	
155	104	78	43	
156	103	74	42	
157	103	73	42	
158	103	75	44	
159	101	78	47	
160	99	75	43	
161	102	75	43	
162	106	79	44	
163	110	82	44	
164	111	84	43	
165	108	83	42	
166	111	87	47	
167	111	85	47	
168	112	84	48	
169	112	82	47	
170	111	79	42	
171	113	81	45	
172	110	79	44	
173	107	79	44	
174	107	80	45	
175	106	79	45	
176	105	77	48	
177	105	76	47	
178	105	76	47	
179	104	76	45	
180	105	77	48	
181	106	77	48	
182	104	75	45	
183	104	77	44	
184	106	81	46	
185	106	79	45	
186	106	76	44	
187	107	76	46	
188	107	79	47	
189	103	79	46	
190	93	74	41	
191	87	72	41	
192	69	60	37	
193	56	47	32	
194	47	44	35	
195	40	34	31	
196	35	33	35	
197	40	39	40	
198	39	38	35	
199	36	36	29	
200	43	43	32	
201	46	44	32	
202	43	37	28	
203	45	39	34	
204	48	42	39	
205	49	41	39	
206	49	43	40	
207	44	38	35	
208	34	28	29	
209	35	29	31	
210	34	32	34	
211	31	31	31	
212	34	35	33	
213	35	35	33	
214	32	31	32	
215	33	33	34	
216	33	33	35	
217	33	33	32	
218	31	31	26	
219	31	32	27	
220	34	36	34	
221	33	35	36	
222	31	33	35	
223	34	35	36	
224	33	33	33	
225	34	33	34	
226	33	32	33	
227	35	33	33	
228	36	37	33	
229	37	41	37	
230	39	42	40	
231	40	40	38	
232	46	41	36	
233	47	42	34	
234	44	40	33	
235	42	39	35	
236	41	41	39	
237	42	39	42	
238	50	41	45	
239	61	52	49	
240	72	61	48	
241	74	63	50	
242	79	65	57	
243	84	67	60	
244	81	70	55	
245	74	67	52	
246	60	61	50	
247	48	48	42	
248	40	43	38	
249	41	43	38	
250	39	40	38	
251	32	35	35	
252	30	34	36	
253	33	41	39	
254	34	43	40	
255	35	41	39	
256	35	38	38	
257	33	34	35	
258	31	33	34	
259	34	36	37	
260	35	39	39	
261	31	37	39	
262	37	41	42	
263	41	41	44	
264	39	38	41	
265	38	37	39	
266	39	38	36	
267	38	39	35	
268	39	40	35	
269	41	43	40	
270	40	40	39	
271	39	39	40	
272	39	37	39	
273	33	34	37	
274	35	40	42	
275	40	48	47	
276	42	47	45	
277	43	43	42	
278	54	45	40	
279	65	56	44	
280	82	71	54	
281	87	74	57	
282	82	71	57	
283	77	67	56	
284	66	63	51	
285	57	56	47	
286	47	50	46	
287	46	50	47	
288	44	49	46	
289	44	50	45	
290	45	50	45	
291	48	55	49	
292	54	56	50	
293	58	55	49	
294	69	62	52	
295	81	72	58	
296	83	75	60	
297	75	67	55	
298	64	59	51	
299	52	50	45	
300	41	41	42	
301	41	43	42	
302	41	43	41	
303	42	42	40	
304	47	42	40	
305	50	44	43	
306	52	44	45	
307	56	50	51	
308	52	51	51	
309	44	43	48	
310	41	42	50	
311	39	39	47	
312	35	36	43	
313	37	41	44	
314	38	44	43	
315	38	45	42	
316	43	47	43	
317	43	44	43	
318	45	43	44	
319	47	47	48	
320	56	50	46	
321	65	58	50	
322	77	65	53	
323	82	67	53	
324	82	68	52	
325	76	66	52	
326	68	60	48	
327	68	58	47	
328	69	64	54	
329	72	67	55	
330	63	61	50	
331	47	49	43	
332	40	46	44	
333	44	49	46	
334	41	45	44	
335	40	42	43	
336	38	39	42	
337	40	43	44	
338	45	48	46	
339	42	45	44	
340	39	42	41	
341	43	45	43	
342	41	42	40	
343	40	41	39	
344	42	44	41	
345	43	47	45	
346	42	47	48	
347	42	46	50	
348	42	43	47	
349	40	39	42	
350	44	44	46	
351	46	48	47	
352	44	47	46	
353	45	48	49	
354	45	44	48	
355	43	43	48	
356	46	46	50	
357	46	48	47	
358	49	49	46	
359	48	45	43	
360	45	41	41	
361	49	49	46	
362	48	52	49	
363	45	49	47	
364	42	46	45	
365	38	41	43	
366	43	48	48	
367	47	55	51	
