Pos	Red	Green	Blue	
0	37	40	32	
1	34	34	27	
2	34	36	27	
3	35	39	27	
4	31	36	24	
5	31	35	25	
6	35	37	29	
7	36	38	28	
8	41	45	31	
9	38	44	30	
10	35	39	30	
11	37	42	35	
12	38	43	38	
13	36	41	34	
14	37	40	29	
15	41	40	27	
16	44	38	24	
17	49	44	27	
18	59	51	32	
19	64	56	33	
20	70	61	34	
21	72	66	36	
22	73	69	35	
23	76	71	37	
24	78	71	35	
25	78	73	36	
26	85	81	43	
27	86	81	41	
28	87	76	36	
29	89	76	37	
30	91	76	39	
31	92	74	39	
32	89	70	33	
33	87	73	36	
34	85	76	41	
35	82	73	41	
36	81	74	44	
37	84	76	45	
38	81	75	41	
39	80	74	40	
40	80	74	40	
41	81	73	38	
42	84	76	41	
43	85	80	43	
44	83	81	44	
45	84	80	44	
46	83	78	41	
47	83	78	39	
48	85	78	37	
49	88	80	36	
50	90	83	38	
51	89	82	40	
52	87	80	42	
53	88	80	44	
54	88	80	43	
55	85	78	40	
56	86	78	41	
57	90	81	42	
58	90	78	38	
59	89	76	35	
60	89	79	37	
61	90	81	40	
62	88	80	38	
63	91	81	42	
64	92	82	47	
65	91	79	45	
66	90	78	41	
67	89	79	40	
68	90	82	43	
69	93	85	45	
70	90	83	42	
71	85	82	42	
72	82	80	42	
73	84	79	42	
74	86	79	43	
75	87	80	44	
76	86	76	40	
77	85	72	37	
78	86	73	41	
79	84	73	40	
80	87	76	42	
81	89	78	46	
82	88	76	49	
83	89	78	51	
84	88	77	44	
85	87	79	41	
86	87	78	43	
87	84	74	41	
88	88	76	44	
89	88	78	44	
90	91	80	40	
91	93	82	40	
92	93	82	44	
93	92	80	43	
94	89	78	40	
95	88	77	39	
96	87	77	39	
97	87	78	40	
98	89	79	43	
99	90	80	43	
100	93	86	44	
101	93	86	44	
102	90	80	38	
103	93	82	41	
104	92	84	42	
105	85	81	38	
106	86	79	39	
107	90	80	44	
108	92	78	49	
109	91	78	50	
110	92	79	48	
111	91	80	45	
112	91	80	47	
113	90	78	46	
114	90	75	43	
115	91	76	44	
116	91	76	43	
117	91	73	41	
118	88	72	39	
119	85	76	40	
120	86	80	43	
121	87	78	44	
122	89	78	46	
123	93	81	48	
124	93	84	46	
125	91	83	45	
126	89	82	46	
127	88	80	44	
128	88	81	44	
129	90	85	46	
130	86	82	44	
131	82	78	42	
132	80	77	42	
133	80	77	42	
134	80	74	42	
135	82	73	42	
136	86	75	42	
137	88	79	44	
138	87	80	42	
139	90	84	45	
140	90	82	46	
141	86	74	41	
142	88	74	42	
143	91	78	47	
144	90	77	45	
145	91	78	47	
146	92	80	49	
147	90	80	47	
148	91	80	48	
149	90	78	46	
150	88	75	44	
151	88	75	45	
152	88	76	45	
153	91	80	46	
154	94	82	46	
155	91	79	42	
156	91	80	43	
157	92	82	45	
158	89	78	42	
159	89	78	42	
160	92	83	46	
161	90	81	47	
162	91	82	50	
163	94	84	50	
164	94	85	48	
165	93	84	46	
166	92	82	46	
167	88	77	44	
168	89	76	45	
169	93	80	48	
170	92	79	45	
171	92	80	44	
172	90	79	41	
173	89	81	44	
174	94	85	51	
175	96	83	50	
176	100	84	52	
177	99	86	50	
178	97	85	46	
179	95	84	44	
180	94	84	45	
181	96	85	49	
182	96	85	49	
183	93	84	50	
184	93	84	52	
185	92	80	49	
186	89	77	44	
187	90	79	46	
188	88	79	47	
189	87	77	48	
190	88	78	50	
191	90	79	51	
192	88	76	46	
193	88	77	44	
194	91	83	47	
195	91	82	46	
196	90	80	47	
197	88	78	47	
198	88	80	47	
199	90	82	49	
200	89	82	48	
201	85	78	46	
202	73	68	45	
203	64	60	46	
204	47	49	42	
205	39	40	38	
206	38	42	42	
207	38	38	38	
208	37	35	37	
209	38	37	38	
210	39	39	35	
211	42	43	37	
212	42	42	35	
213	43	42	35	
214	46	45	38	
215	43	43	34	
216	40	42	31	
217	41	46	36	
218	34	39	35	
219	33	33	34	
220	35	36	35	
221	33	37	37	
222	30	33	37	
223	28	31	36	
224	32	34	38	
225	35	35	36	
226	34	35	34	
227	30	34	33	
228	26	34	33	
229	34	42	41	
230	34	40	39	
231	31	34	36	
232	36	38	42	
233	36	37	39	
234	33	31	32	
235	32	31	30	
236	35	36	34	
237	30	33	31	
238	28	31	31	
239	33	35	34	
240	32	33	29	
241	30	31	32	
242	35	35	40	
243	42	43	43	
244	42	43	36	
245	39	40	30	
246	37	37	32	
247	36	34	32	
248	40	37	33	
249	44	45	36	
250	51	52	42	
251	56	59	46	
252	56	55	39	
253	63	63	45	
254	69	72	53	
255	63	66	51	
256	61	67	54	
257	57	62	52	
258	45	51	41	
259	44	49	41	
260	44	51	45	
261	39	45	41	
262	38	42	40	
263	39	44	40	
264	38	42	40	
265	34	38	38	
266	32	36	39	
267	34	37	43	
268	34	39	44	
269	34	40	44	
270	33	40	41	
271	32	38	38	
272	31	36	37	
273	30	33	37	
274	32	36	41	
275	35	42	42	
276	37	45	39	
277	36	43	38	
278	33	41	42	
279	32	42	46	
280	36	48	47	
281	38	44	44	
282	33	35	37	
283	35	36	39	
284	37	39	41	
285	37	41	41	
286	38	43	42	
287	39	43	42	
288	41	44	42	
289	42	49	43	
290	53	56	43	
291	67	69	53	
292	77	78	63	
293	74	76	61	
294	70	75	57	
295	65	67	51	
296	58	63	50	
297	55	59	51	
298	48	52	49	
299	49	52	49	
300	45	52	47	
301	40	49	45	
302	38	44	45	
303	42	46	47	
304	55	53	51	
305	67	65	55	
306	77	75	56	
307	78	75	57	
308	73	74	62	
309	62	63	58	
310	48	53	52	
311	41	48	48	
312	34	42	45	
313	37	44	46	
314	37	44	46	
315	33	42	43	
316	35	41	41	
317	38	43	44	
318	39	43	48	
319	40	44	49	
320	38	44	46	
321	39	42	43	
322	35	40	44	
323	32	35	41	
324	33	35	40	
325	35	41	41	
326	37	45	41	
327	39	48	42	
328	41	48	45	
329	42	47	48	
330	45	46	49	
331	45	48	49	
