Pos	Red	Green	Blue	
0	69	51	123	
1	72	52	123	
2	76	52	121	
3	77	52	125	
4	81	54	132	
5	84	56	138	
6	92	57	138	
7	97	57	139	
8	104	60	138	
9	106	63	141	
10	109	64	144	
11	111	65	149	
12	118	68	150	
13	120	69	154	
14	124	69	155	
15	126	72	162	
16	127	72	166	
17	125	70	171	
18	126	72	175	
19	125	72	179	
20	124	72	183	
21	125	73	186	
22	124	73	185	
23	124	73	185	
24	125	74	183	
25	126	74	179	
26	127	76	179	
27	127	76	178	
28	129	74	180	
29	131	73	179	
30	133	74	177	
31	135	76	176	
32	135	75	175	
33	136	79	179	
34	137	80	180	
35	134	76	179	
36	133	76	179	
37	134	79	181	
38	133	79	185	
39	130	76	190	
40	131	77	195	
41	132	78	195	
42	132	76	191	
43	131	76	188	
44	132	77	186	
45	130	77	184	
46	131	78	184	
47	133	78	183	
48	135	79	185	
49	136	78	184	
50	136	75	181	
51	137	75	183	
52	135	76	186	
53	133	76	188	
54	132	76	186	
55	133	74	182	
56	134	74	180	
57	134	77	180	
58	132	77	182	
59	129	74	183	
60	128	73	183	
61	129	73	180	
62	130	73	177	
63	131	71	171	
64	131	71	167	
65	133	72	166	
66	130	70	169	
67	128	69	168	
68	125	71	166	
69	121	70	162	
70	117	69	161	
71	117	69	159	
72	112	68	158	
73	107	63	154	
74	102	62	156	
75	102	64	153	
76	98	63	149	
77	96	62	144	
78	92	61	140	
79	90	58	136	
80	86	56	138	
81	83	55	136	
82	80	53	132	
83	81	55	130	
84	80	56	133	
85	80	56	134	
86	78	52	136	
87	79	52	132	
88	82	53	128	
89	82	54	128	
90	85	53	135	
91	88	54	139	
92	94	56	136	
93	98	59	138	
94	103	60	139	
95	104	63	143	
96	110	63	142	
97	114	64	149	
98	120	65	158	
99	121	66	161	
100	126	68	157	
101	125	69	158	
102	126	71	164	
103	124	71	172	
104	124	70	175	
105	124	70	180	
106	125	72	182	
107	125	74	182	
108	125	74	178	
109	126	73	179	
110	128	75	183	
111	128	74	184	
112	131	74	182	
113	134	74	179	
114	137	75	178	
115	139	76	180	
116	139	76	183	
117	137	77	184	
118	138	79	183	
119	140	78	183	
120	138	75	184	
121	136	75	185	
122	137	77	183	
123	139	78	185	
124	138	77	188	
125	134	76	188	
126	131	76	185	
127	130	76	183	
128	130	76	185	
