Pos	Red	Green	Blue	
0	66	47	108	
1	67	46	110	
2	69	46	110	
3	70	49	116	
4	73	50	124	
5	75	50	128	
6	83	53	127	
7	87	53	127	
8	93	53	126	
9	97	56	131	
10	106	59	133	
11	109	61	139	
12	117	64	143	
13	123	66	145	
14	127	65	144	
15	128	67	149	
16	129	68	155	
17	127	68	162	
18	131	72	164	
19	133	73	168	
20	133	71	167	
21	132	73	171	
22	130	73	173	
23	129	73	175	
24	131	74	174	
25	132	73	173	
26	134	75	174	
27	134	74	174	
28	133	74	176	
29	133	73	175	
30	132	73	174	
31	132	74	176	
32	130	74	178	
33	132	80	180	
34	131	79	179	
35	129	75	176	
36	133	76	175	
37	134	76	176	
38	134	75	181	
39	133	74	183	
40	130	73	180	
41	130	75	180	
42	129	74	180	
43	130	72	177	
44	130	74	174	
45	128	74	172	
46	130	76	173	
47	132	77	176	
48	133	76	181	
49	132	75	185	
50	132	75	185	
51	134	75	183	
52	135	76	178	
53	138	76	174	
54	138	75	173	
55	137	73	174	
56	137	73	176	
57	136	75	176	
58	137	76	175	
59	136	75	175	
60	136	75	176	
61	137	73	176	
62	133	71	177	
63	133	71	174	
64	131	72	171	
65	129	72	167	
66	129	72	168	
67	129	71	167	
68	125	69	167	
69	123	71	166	
70	120	72	162	
71	119	69	155	
72	116	66	151	
73	113	63	150	
74	106	62	154	
75	102	62	155	
76	97	62	154	
77	95	61	149	
78	92	59	147	
79	91	59	144	
80	89	57	144	
81	90	57	139	
82	87	55	133	
83	84	53	126	
84	82	54	125	
85	81	53	121	
86	78	50	117	
87	80	52	117	
88	78	52	119	
89	75	50	116	
90	78	52	114	
91	78	50	113	
92	79	49	116	
93	79	51	120	
94	79	50	119	
95	78	50	121	
96	82	51	124	
97	85	50	129	
98	87	50	135	
99	89	54	138	
100	93	57	133	
101	94	58	129	
102	98	59	126	
103	100	60	129	
104	103	62	136	
105	105	63	142	
106	107	64	139	
107	107	63	140	
108	106	60	139	
109	108	61	142	
110	109	63	146	
111	108	64	147	
112	111	64	145	
113	114	64	146	
114	117	64	149	
115	118	65	152	
116	121	65	151	
117	123	65	151	
118	126	65	150	
119	127	66	150	
120	129	69	153	
121	128	69	154	
122	129	69	154	
123	129	70	156	
124	127	69	156	
125	124	68	156	
126	123	69	155	
127	123	69	154	
128	122	68	153	
129	121	67	157	
130	118	65	162	
131	118	65	163	
132	118	65	159	
133	120	68	153	
134	119	69	150	
135	117	68	149	
136	115	66	151	
137	113	64	152	
138	112	63	152	
139	112	61	149	
140	108	60	147	
141	104	59	145	
142	102	61	145	
143	102	61	143	
144	99	61	142	
145	97	61	142	
146	96	61	142	
147	98	62	141	
148	98	62	140	
149	96	60	138	
150	97	60	136	
151	100	59	137	
152	103	59	141	
153	102	58	140	
154	101	56	135	
155	105	60	133	
156	106	62	132	
157	103	60	133	
158	102	61	137	
159	100	62	141	
160	95	58	140	
161	94	57	139	
162	92	58	140	
163	90	57	138	
164	88	56	137	
165	87	56	135	
166	86	56	132	
167	86	55	131	
168	85	53	133	
169	86	53	131	
170	85	52	127	
171	85	52	123	
172	86	55	124	
173	83	54	126	
174	81	55	130	
175	82	58	130	
176	81	57	126	
177	80	52	121	
178	81	49	122	
179	82	50	123	
180	83	50	121	
181	84	52	123	
182	85	53	126	
183	84	52	124	
184	85	51	117	
185	85	52	115	
186	86	53	118	
187	85	50	120	
188	84	50	121	
189	85	52	125	
190	84	51	128	
191	82	51	126	
192	83	52	125	
193	83	53	124	
194	85	54	126	
195	85	54	129	
196	83	53	130	
197	81	51	131	
198	81	52	132	
199	85	55	129	
200	84	55	123	
201	82	54	122	
202	79	53	124	
203	78	52	128	
204	78	52	130	
205	78	52	129	
206	79	50	125	
207	81	51	123	
208	83	53	124	
209	82	52	122	
210	81	51	118	
211	84	53	121	
212	81	52	126	
213	77	51	129	
214	77	52	126	
215	78	53	121	
216	78	53	120	
217	75	51	118	
218	76	51	120	
219	79	51	123	
220	82	51	125	
221	83	50	123	
222	84	52	121	
223	81	52	122	
224	80	52	128	
225	82	53	131	
226	82	51	127	
227	83	52	123	
228	82	54	120	
229	81	54	118	
230	80	55	121	
231	78	52	122	
232	75	49	120	
233	75	49	118	
234	73	49	116	
235	72	52	116	
236	73	55	119	
237	71	53	119	
238	70	50	119	
239	73	51	119	
240	74	51	118	
241	75	51	117	
242	75	50	115	
243	77	52	113	
244	77	52	109	
245	76	51	109	
246	77	52	116	
247	77	50	120	
248	77	49	122	
249	75	48	127	
250	77	48	129	
251	79	51	129	
252	81	51	125	
253	85	52	123	
254	89	54	124	
255	89	55	128	
256	95	57	134	
257	98	57	134	
258	103	56	126	
259	105	60	128	
260	107	61	134	
261	105	58	137	
262	108	60	135	
263	110	61	138	
264	111	61	142	
265	112	62	145	
266	113	62	145	
267	114	65	146	
268	117	67	146	
269	117	66	147	
270	121	66	149	
271	123	67	153	
272	124	66	155	
273	124	66	157	
274	125	66	155	
275	127	67	157	
276	128	68	157	
277	129	70	158	
278	130	72	158	
279	129	70	156	
280	130	70	154	
281	132	71	154	
282	133	71	154	
283	133	70	157	
284	134	70	157	
285	132	68	158	
286	134	71	160	
287	133	71	165	
288	133	70	169	
289	134	71	170	
290	134	70	166	
291	135	70	165	
292	133	70	168	
293	134	72	167	
294	133	74	162	
295	132	73	162	
296	130	72	165	
297	130	72	167	
298	130	73	165	
299	129	74	167	
300	129	73	171	
301	130	72	172	
302	135	75	169	
303	139	75	168	
304	141	74	169	
305	138	74	173	
306	138	72	174	
307	141	73	172	
308	145	78	169	
309	145	81	171	
310	142	79	175	
311	140	76	176	
312	140	77	174	
313	140	77	175	
314	141	78	179	
315	144	78	180	
316	146	78	178	
317	146	76	178	
318	146	78	180	
319	146	80	183	
320	147	79	183	
321	149	78	182	
322	150	78	180	
323	150	79	179	
324	151	81	180	
325	151	83	182	
326	152	81	180	
327	152	79	180	
328	153	80	182	
329	153	80	187	
330	152	79	192	
331	150	79	196	
332	149	80	197	
333	150	80	196	
334	150	81	192	
335	150	83	188	
336	148	82	185	
337	146	79	184	
338	144	78	188	
339	145	79	190	
340	146	80	188	
341	147	80	189	
342	145	80	193	
343	143	80	193	
344	142	80	189	
345	142	79	187	
346	141	80	189	
347	140	82	189	
348	141	82	186	
349	140	80	185	
350	141	79	187	
351	142	81	187	
352	142	81	186	
353	144	81	186	
354	145	80	186	
355	147	81	187	
356	149	82	186	
357	149	82	186	
358	152	84	187	
359	152	82	188	
360	152	80	187	
361	153	82	189	
362	153	83	188	
363	153	83	188	
364	152	84	190	
365	152	83	190	
366	150	83	191	
367	148	84	192	
368	149	84	192	
369	149	82	191	
370	151	85	195	
371	151	86	195	
372	149	83	192	
373	151	83	193	
374	152	82	193	
375	151	82	193	
376	151	82	190	
377	152	83	188	
378	151	82	186	
379	150	81	186	
380	148	82	187	
381	147	82	191	
382	147	82	194	
383	147	80	193	
384	148	81	191	
385	146	81	191	
386	145	81	197	
387	145	82	198	
388	146	80	195	
389	147	79	191	
390	149	79	188	
391	148	80	188	
392	147	79	193	
393	147	79	193	
394	148	81	192	
395	148	82	193	
396	147	80	197	
397	145	79	200	
398	145	81	203	
399	144	81	202	
400	144	82	197	
401	146	83	195	
402	147	82	195	
403	147	82	194	
404	149	83	194	
405	149	84	195	
406	149	81	196	
407	150	79	194	
408	152	81	191	
409	150	82	189	
410	151	84	192	
411	152	84	194	
412	151	81	194	
413	149	81	197	
414	150	82	198	
415	153	82	197	
416	152	80	197	
417	150	80	195	
418	150	82	191	
419	149	84	189	
420	147	82	192	
421	146	81	193	
422	146	82	195	
423	145	83	194	
424	142	81	190	
425	139	80	189	
426	138	80	192	
427	139	80	194	
428	140	80	193	
429	142	81	192	
430	142	83	191	
431	142	84	190	
432	141	82	191	
433	142	81	192	
434	143	80	193	
435	145	81	191	
436	148	80	190	
437	149	79	189	
438	151	80	187	
439	153	81	188	
440	153	82	189	
441	151	80	192	
442	150	81	194	
443	152	82	194	
444	152	80	191	
445	152	81	190	
446	151	83	192	
447	149	84	197	
448	148	83	200	
449	148	81	199	
450	151	82	194	
451	153	83	191	
452	152	82	192	
453	149	81	194	
454	147	82	196	
455	147	83	196	
456	144	80	195	
457	142	79	196	
458	141	79	197	
459	143	80	193	
460	144	82	188	
461	141	82	188	
462	138	80	194	
463	137	80	197	
464	137	79	196	
465	139	79	194	
466	143	81	194	
467	144	80	196	
468	144	78	197	
469	144	79	198	
470	147	80	195	
471	150	80	194	
472	152	80	194	
473	151	79	194	
474	152	80	194	
475	153	83	195	
476	152	83	196	
477	151	82	198	
478	151	83	200	
479	152	82	197	
480	151	82	195	
481	150	83	194	
482	148	81	195	
483	148	81	196	
484	149	82	197	
485	150	83	193	
486	151	83	189	
487	150	81	187	
488	146	78	187	
489	144	77	188	
490	142	79	189	
491	141	79	186	
492	138	76	183	
493	137	75	182	
494	134	75	184	
495	132	75	182	
496	129	76	180	
497	127	75	178	
498	126	75	178	
499	129	74	175	
500	132	73	172	
501	136	74	170	
502	138	75	169	
503	138	76	170	
504	139	76	173	
505	139	74	173	
506	140	73	172	
507	141	73	171	
508	140	72	169	
509	140	73	167	
510	139	73	164	
511	139	73	162	
512	136	73	163	
513	134	71	161	
514	128	70	159	
515	124	71	157	
516	114	67	155	
517	109	64	149	
518	99	63	147	
519	93	60	142	
520	83	58	146	
521	79	59	145	
522	75	58	142	
523	74	55	134	
524	73	54	131	
525	73	53	127	
526	71	50	126	
527	73	50	122	
528	70	49	117	
529	65	46	111	
530	62	46	110	
531	63	47	107	
532	63	45	105	
533	63	44	102	
534	65	46	103	
535	64	45	104	
536	64	46	110	
537	65	47	111	
538	63	45	104	
539	60	42	97	
540	60	44	97	
541	59	45	99	
542	56	42	101	
543	58	42	103	
544	58	40	97	
545	58	38	97	
546	60	41	104	
547	61	44	105	
548	61	46	102	
549	60	43	96	
550	59	41	95	
551	59	40	94	
552	58	40	96	
553	55	41	102	
554	52	39	104	
555	55	40	105	
556	59	43	106	
557	59	43	107	
558	59	43	107	
559	61	47	110	
560	65	49	109	
561	65	49	113	
562	70	48	117	
563	75	52	124	
564	78	54	125	
565	76	52	121	
566	71	48	116	
567	68	44	111	
568	63	45	113	
569	61	46	112	
570	60	47	112	
571	59	44	111	
572	59	44	109	
573	58	43	105	
574	56	41	98	
575	56	42	94	
576	56	41	92	
577	57	45	91	
578	58	46	92	
579	54	42	93	
580	54	41	95	
581	56	41	94	
582	56	40	92	
583	56	40	90	
584	56	40	91	
585	57	40	92	
586	55	40	92	
587	53	40	91	
588	51	40	94	
589	53	41	94	
590	56	43	94	
591	54	40	92	
592	53	38	90	
593	53	39	88	
594	51	39	87	
595	53	39	90	
596	50	35	89	
597	51	37	92	
598	54	41	95	
599	52	37	91	
600	51	35	88	
601	53	38	81	
602	53	39	73	
603	53	42	74	
604	54	41	78	
605	52	38	84	
606	53	39	91	
607	52	38	90	
608	50	37	86	
609	50	39	83	
610	50	39	81	
611	51	37	81	
612	52	37	86	
613	51	36	85	
614	51	35	81	
615	52	35	80	
616	51	35	79	
617	47	34	83	
618	47	35	88	
619	51	39	94	
620	51	38	95	
621	53	37	95	
622	52	36	94	
623	52	38	97	
624	52	39	98	
625	51	40	100	
626	52	42	101	
627	53	43	102	
628	55	44	104	
629	53	43	105	
630	56	43	105	
631	59	43	110	
632	61	43	116	
633	62	47	123	
634	69	52	125	
635	72	54	129	
636	79	57	129	
637	85	61	140	
638	97	68	146	
639	106	74	160	
640	117	79	166	
641	121	82	173	
642	126	83	171	
643	128	84	169	
644	124	82	167	
645	118	78	165	
646	106	73	166	
647	97	67	168	
648	86	63	171	
649	84	63	169	
650	83	64	168	
651	83	65	166	
652	83	65	166	
653	84	65	167	
654	87	66	168	
655	89	68	168	
656	94	69	167	
657	98	71	167	
658	106	74	166	
659	108	74	166	
660	108	73	168	
661	105	71	170	
662	98	68	171	
663	98	68	170	
664	94	68	167	
665	90	67	164	
666	85	65	162	
667	82	64	163	
668	82	64	168	
669	82	63	174	
670	86	64	179	
671	89	66	182	
672	95	68	179	
673	100	72	180	
674	108	74	179	
675	114	77	182	
676	118	80	183	
677	114	81	184	
678	110	79	183	
679	108	76	179	
680	100	71	180	
681	94	68	180	
682	88	68	181	
683	88	70	180	
684	86	69	182	
685	87	70	182	
686	94	71	178	
687	101	75	178	
688	115	76	180	
689	124	79	182	
690	137	87	182	
691	141	91	188	
692	142	89	190	
693	142	86	187	
694	136	86	181	
695	130	85	177	
696	115	81	183	
697	105	74	181	
698	92	68	179	
699	86	63	171	
700	84	63	167	
701	85	63	161	
702	84	62	158	
703	81	60	154	
704	78	58	152	
705	77	59	152	
706	76	60	155	
707	76	59	156	
708	76	59	154	
709	79	62	157	
710	81	62	158	
711	83	61	162	
712	88	63	161	
713	92	64	164	
714	97	69	167	
715	96	71	170	
716	95	69	168	
717	95	71	168	
718	95	70	168	
719	93	69	169	
720	97	69	172	
721	101	70	174	
722	105	72	173	
723	105	75	174	
724	102	75	171	
725	97	71	173	
726	91	67	180	
727	90	65	177	
728	90	67	172	
729	89	67	167	
730	86	67	167	
731	84	69	172	
732	90	70	174	
733	98	73	180	
734	117	79	183	
735	129	85	187	
736	140	87	185	
737	143	90	188	
738	139	90	191	
739	131	84	191	
740	121	82	191	
741	114	79	190	
742	105	76	191	
743	103	77	190	
744	106	79	188	
745	108	77	188	
746	113	79	189	
747	114	79	190	
748	121	82	190	
749	129	86	189	
750	134	88	189	
751	132	89	191	
752	133	86	191	
753	136	89	190	
754	138	87	185	
755	138	87	183	
756	128	86	187	
757	119	83	185	
758	107	78	183	
759	100	70	177	
760	98	68	175	
761	100	73	176	
762	106	75	178	
763	114	78	180	
764	116	79	181	
765	111	75	178	
766	99	72	176	
767	90	67	173	
768	80	65	174	
769	80	64	174	
770	81	63	172	
771	86	66	173	
772	93	69	172	
773	97	69	171	
774	101	73	172	
775	103	76	168	
776	99	73	163	
777	94	69	162	
778	92	67	166	
779	93	68	173	
780	95	69	176	
781	99	71	176	
782	99	71	177	
783	98	72	172	
784	93	69	167	
785	89	67	161	
786	85	66	162	
787	81	62	163	
788	77	60	165	
789	79	61	164	
790	80	63	160	
791	80	63	157	
792	80	63	157	
793	80	61	156	
794	82	62	158	
795	84	61	160	
796	83	59	159	
797	84	62	162	
798	82	63	162	
799	82	64	161	
