SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jan 25 18:53:51 EET 2017
User: TheoProf
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: USB4C02475
Integration Time (usec): 64136 (USB4C02475)
Spectra Averaged: 1 (USB4C02475)
Boxcar Smoothing: 0 (USB4C02475)
Correct for Electrical Dark: No (USB4C02475)
Strobe/Lamp Enabled: No (USB4C02475)
Correct for Detector Non-linearity: No (USB4C02475)
Correct for Stray Light: No (USB4C02475)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
344.91	-25.000
345.13	-25.000
345.35	-25.000
345.57	321.429
345.79	550.000
346.00	63.158
346.22	-775.000
346.44	6.897
346.66	60.000
346.87	155.172
347.09	20.000
347.31	121.739
347.53	-58.824
347.74	97.368
347.96	-7.143
348.18	300.000
348.40	110.526
348.61	246.154
348.83	72.727
349.05	1.639
349.27	-79.167
349.48	-129.412
349.70	429.412
349.92	145.161
350.14	47.541
350.35	37.037
350.57	35.417
350.79	58.824
351.01	61.538
351.22	180.000
351.44	19.231
351.66	-70.000
351.87	-11.111
352.09	-525.000
352.31	-91.429
352.53	28.333
352.74	120.690
352.96	2.000
353.18	4.878
353.40	-1300.000
353.61	-33.333
353.83	354.545
354.05	-30.000
354.26	33.333
354.48	4.762
354.70	10.526
354.92	-92.308
355.13	31.034
355.35	-43.396
355.57	1.961
355.78	29.032
356.00	64.583
356.22	149.315
356.44	-29.688
356.65	50.000
356.87	38.462
357.09	6.000
357.30	-9.184
357.52	300.000
357.74	0.000
357.95	250.000
358.17	56.818
358.39	-2.326
358.60	65.625
358.82	23.077
359.04	360.000
359.26	52.941
359.47	-66.667
359.69	24.752
359.91	-145.000
360.12	-560.000
360.34	89.189
360.56	225.000
360.77	82.051
360.99	18.966
361.21	69.643
361.42	2.128
361.64	-162.500
361.86	-200.000
362.07	39.024
362.29	-40.909
362.51	55.952
362.72	292.308
362.94	83.077
363.16	56.818
363.37	37.500
363.59	-52.000
363.81	6.250
364.02	75.510
364.24	-430.769
364.46	55.769
364.67	425.000
364.89	18.182
365.11	-1.852
365.32	21.429
365.54	-94.737
365.76	12.644
365.97	-36.364
366.19	218.182
366.41	-21.429
366.62	97.143
366.84	285.714
367.05	-20.000
367.27	78.788
367.49	83.871
367.70	28.571
367.92	52.632
368.14	-21.429
368.35	-67.647
368.57	2.532
368.79	45.283
369.00	28.571
369.22	120.000
369.43	45.313
369.65	-37.500
369.87	102.857
370.08	-116.667
370.30	-320.000
370.51	40.000
370.73	7.576
370.95	-57.692
371.16	-12.963
371.38	50.000
371.60	266.667
371.81	-23.684
372.03	59.420
372.24	-0.000
372.46	-82.759
372.68	-95.833
372.89	57.895
373.11	-37.288
373.32	51.852
373.54	-52.632
373.76	-4.082
373.97	35.135
374.19	-30.769
374.40	-60.345
374.62	-78.125
374.84	56.000
375.05	25.926
375.27	22.000
375.48	-94.118
375.70	72.414
375.92	26.923
376.13	-40.000
376.35	20.635
376.56	-471.429
376.78	-38.636
376.99	-15.385
377.21	-62.791
377.43	76.923
377.64	-16.883
377.86	114.286
378.07	-40.000
378.29	-27.273
378.51	2.469
378.72	13.699
378.94	0.000
379.15	89.474
379.37	36.000
379.58	-156.250
379.80	-8.333
380.01	-44.737
380.23	-22.222
380.45	-15.789
380.66	-18.841
380.88	113.636
381.09	-37.500
381.31	12.500
381.52	34.783
381.74	77.895
381.95	-400.000
382.17	31.818
382.39	-34.483
382.60	-38.095
382.82	-40.000
383.03	-93.750
383.25	-46.250
383.46	-115.789
383.68	29.545
383.89	34.286
384.11	45.763
384.32	41.860
384.54	46.465
384.76	-13.043
384.97	-3.922
385.19	-4.167
385.40	-3.226
385.62	-1.724
385.83	14.286
386.05	10.000
386.26	-33.333
386.48	11.475
386.69	28.395
386.91	0.000
387.12	-38.462
387.34	-63.462
387.55	0.000
387.77	-19.178
387.98	43.137
388.20	-14.474
388.41	-2.857
388.63	32.000
388.84	-7.353
389.06	15.152
389.27	40.594
389.49	13.846
389.70	56.863
389.92	-46.429
390.13	38.776
390.35	29.412
390.56	31.373
390.78	13.636
390.99	32.394
391.21	19.118
391.42	30.864
391.64	-45.000
391.85	50.000
392.07	-262.500
392.28	-88.525
392.50	7.778
392.71	3.226
392.93	22.414
393.14	33.962
393.36	-15.094
393.57	0.000
393.79	-4400.000
394.00	-19.608
394.22	0.000
394.43	-15.054
394.65	12.903
394.86	14.423
395.08	21.519
395.29	17.647
395.50	17.073
395.72	-70.968
395.93	15.038
396.15	54.839
396.36	12.644
396.58	11.304
396.79	-9.459
397.01	20.312
397.22	41.791
