Pos	Red	Green	Blue	
0	144	105	65	
1	148	109	66	
2	155	112	57	
3	158	115	58	
4	160	118	64	
5	158	119	69	
6	156	118	70	
7	154	113	69	
8	150	110	71	
9	148	108	68	
10	148	110	65	
11	151	112	62	
12	155	112	61	
13	157	113	65	
14	159	115	66	
15	158	118	72	
16	160	119	72	
17	163	120	72	
18	164	120	74	
19	162	117	72	
20	158	115	72	
21	153	113	72	
22	152	112	71	
23	157	113	68	
24	162	116	65	
25	163	116	65	
26	162	116	69	
27	160	114	68	
28	158	115	61	
29	158	114	59	
30	153	112	61	
31	152	112	63	
32	147	108	61	
33	146	108	58	
34	147	110	58	
35	147	109	58	
36	151	111	63	
37	153	112	67	
38	160	113	69	
39	165	117	76	
40	168	118	78	
41	167	120	75	
42	167	120	70	
43	165	116	64	
44	164	115	68	
45	164	117	72	
46	164	118	69	
47	163	119	68	
48	163	120	70	
49	162	117	68	
50	158	112	65	
51	157	108	64	
52	151	107	65	
53	150	109	69	
54	151	111	69	
55	153	110	69	
56	158	113	70	
57	159	116	72	
58	164	118	70	
59	167	122	74	
60	170	122	76	
61	169	121	77	
62	168	121	78	
63	167	122	77	
64	163	119	75	
65	159	112	69	
66	160	113	72	
67	164	116	74	
68	168	117	69	
69	170	116	70	
70	169	116	75	
71	167	114	74	
72	160	109	67	
73	155	107	62	
74	150	105	55	
75	148	105	54	
76	150	109	59	
77	155	112	62	
78	161	115	62	
79	166	118	68	
80	171	120	74	
81	173	122	78	
82	175	122	77	
83	175	124	75	
84	174	125	74	
85	170	123	73	
86	166	118	74	
87	163	116	75	
88	163	118	76	
89	165	120	79	
90	166	120	82	
91	167	120	83	
92	167	119	79	
93	165	117	74	
94	163	115	73	
95	162	114	70	
96	158	113	69	
97	153	112	64	
98	152	111	61	
99	155	112	62	
100	161	111	60	
101	166	115	68	
102	171	121	76	
103	172	124	78	
104	172	125	75	
105	171	125	77	
106	169	125	82	
107	167	122	82	
108	169	124	80	
109	174	128	81	
110	178	128	79	
111	179	128	77	
112	181	128	80	
113	180	125	78	
114	178	122	76	
115	174	122	75	
116	169	120	75	
117	168	121	79	
118	165	121	83	
119	166	121	83	
120	167	122	80	
121	170	122	77	
122	171	122	76	
123	172	123	78	
124	172	123	77	
125	170	122	77	
126	170	122	78	
127	171	122	78	
128	170	121	77	
129	169	121	79	
130	165	119	83	
131	162	118	81	
132	166	121	78	
133	169	122	77	
134	173	122	78	
135	175	124	80	
136	177	127	81	
137	177	128	80	
138	175	126	78	
139	175	127	78	
140	176	126	80	
141	178	128	78	
142	180	129	75	
143	177	126	74	
144	174	125	78	
145	172	123	82	
146	170	122	82	
147	171	121	84	
148	172	121	85	
149	175	122	86	
150	176	123	85	
151	175	123	82	
152	175	121	79	
153	175	122	79	
154	177	126	81	
155	179	129	82	
156	183	130	80	
157	185	131	81	
158	184	129	83	
159	183	130	85	
160	182	131	84	
161	183	131	83	
162	184	131	81	
163	185	132	83	
164	183	130	87	
165	181	128	87	
166	180	127	83	
167	180	129	84	
168	180	130	87	
169	179	129	87	
170	177	128	85	
171	175	126	83	
172	175	127	84	
173	177	126	82	
174	177	124	79	
175	174	123	82	
176	173	125	83	
177	174	126	87	
178	176	126	88	
179	180	129	92	
180	187	134	96	
181	191	136	94	
182	190	133	86	
183	184	131	82	
184	176	128	82	
185	172	122	80	
186	168	120	81	
187	169	121	83	
188	174	124	85	
189	181	125	84	
190	184	125	82	
191	182	126	82	
192	178	126	84	
193	175	124	85	
194	173	122	83	
195	173	119	81	
196	177	122	81	
197	180	127	85	
198	183	131	89	
199	184	133	92	
200	185	132	89	
201	185	131	89	
202	184	130	90	
203	181	129	87	
204	181	130	87	
205	182	131	85	
206	182	129	86	
207	183	128	87	
208	179	125	85	
209	177	123	81	
210	181	128	78	
211	184	132	80	
212	183	128	83	
213	181	125	83	
214	177	125	85	
215	172	122	82	
216	166	121	81	
217	166	119	78	
218	168	118	76	
219	173	121	80	
220	180	126	82	
221	184	132	88	
222	190	136	89	
223	191	139	92	
224	194	138	97	
225	194	136	97	
226	192	133	92	
227	188	133	91	
228	183	133	91	
229	183	130	89	
230	179	128	87	
231	178	127	85	
232	178	127	82	
233	182	129	80	
234	182	129	79	
235	179	126	80	
236	176	124	83	
237	174	122	85	
238	172	121	86	
239	170	119	83	
240	171	121	77	
241	173	125	78	
242	175	127	82	
243	175	125	81	
244	175	122	75	
245	176	123	75	
246	175	126	77	
247	172	125	81	
248	171	122	87	
249	174	122	91	
250	181	125	91	
251	184	128	91	
252	186	131	91	
253	185	132	90	
254	183	131	87	
255	182	131	87	
256	182	130	87	
257	183	129	87	
258	184	129	86	
259	185	128	85	
260	183	128	88	
261	182	128	87	
262	182	129	83	
263	182	130	84	
264	182	129	87	
265	182	129	87	
266	182	129	86	
267	180	128	86	
268	177	126	89	
269	178	124	88	
270	178	124	85	
271	180	125	85	
272	179	125	85	
273	180	126	83	
274	178	126	81	
275	176	125	78	
276	168	117	78	
277	161	109	71	
278	142	98	62	
279	124	85	49	
280	91	71	41	
281	73	51	24	
282	44	38	16	
283	33	20	0	
284	20	14	0	
285	23	17	0	
286	24	18	0	
287	24	17	0	
288	24	17	0	
289	21	14	0	
290	20	15	3	
291	22	17	13	
292	21	16	13	
293	22	18	15	
294	23	18	12	
295	23	18	11	
296	25	18	13	
297	25	16	14	
298	26	16	13	
299	26	18	19	
300	26	21	25	
301	25	23	32	
302	25	22	33	
303	26	23	40	
304	30	26	46	
305	34	28	56	
306	39	33	63	
307	41	36	71	
308	47	41	76	
309	49	43	82	
310	53	47	86	
311	50	45	88	
312	47	43	87	
313	46	43	89	
314	41	39	90	
315	41	41	94	
316	38	39	97	
317	34	36	93	
318	36	36	85	
319	44	42	91	
320	49	46	99	
321	50	46	101	
322	46	42	98	
323	43	41	92	
324	39	38	91	
325	34	32	86	
326	33	33	87	
327	35	35	91	
328	39	39	93	
329	46	43	106	
330	53	49	117	
331	56	52	128	
332	55	51	131	
333	51	50	130	
334	48	50	128	
335	46	50	126	
336	46	48	127	
337	50	50	128	
338	56	53	127	
339	58	57	129	
340	63	62	132	
341	61	63	134	
342	62	62	135	
343	66	61	133	
344	65	57	129	
345	61	52	122	
346	51	49	117	
347	43	44	102	
348	37	42	94	
349	39	39	87	
350	42	41	90	
351	45	44	98	
352	47	47	107	
353	50	47	111	
354	48	44	107	
355	42	40	100	
356	38	36	92	
357	40	38	91	
358	46	41	99	
359	50	46	108	
360	58	50	113	
361	59	54	119	
362	67	60	122	
363	72	64	127	
364	75	65	131	
365	75	68	134	
366	73	67	133	
367	69	63	129	
368	64	60	127	
369	61	56	123	
370	53	52	122	
371	47	46	118	
372	43	44	116	
373	43	42	116	
374	44	43	119	
375	44	44	118	
376	42	44	114	
377	37	40	110	
378	37	38	111	
379	43	44	115	
380	56	50	118	
381	62	54	127	
382	71	58	134	
383	74	66	140	
384	82	71	135	
385	85	74	134	
386	87	74	133	
387	88	75	137	
388	86	74	140	
389	81	69	142	
390	74	65	146	
391	71	64	145	
392	64	63	143	
393	59	57	135	
394	50	51	129	
395	46	46	124	
396	42	44	125	
397	43	46	128	
398	43	47	131	
399	43	46	132	
400	42	43	130	
401	41	41	125	
402	44	42	122	
403	48	45	122	
404	56	49	124	
405	60	53	133	
406	67	58	141	
407	70	62	146	
408	75	67	144	
409	76	71	148	
410	75	70	154	
411	74	67	154	
412	69	65	149	
413	65	62	146	
414	57	57	146	
415	56	54	142	
416	55	55	136	
417	55	55	130	
418	53	54	127	
419	51	51	126	
420	50	47	128	
421	51	48	121	
422	54	50	113	
423	55	49	96	
424	63	54	84	
425	72	61	76	
426	88	68	72	
427	101	75	76	
428	115	82	80	
429	119	90	89	
430	122	95	92	
431	119	93	94	
432	114	91	96	
433	111	88	100	
434	100	82	105	
435	91	74	104	
436	77	65	103	
437	69	59	99	
438	59	50	92	
439	55	46	85	
440	55	46	87	
441	58	51	92	
442	59	52	95	
443	60	49	94	
444	67	54	93	
445	74	60	93	
446	84	67	92	
447	90	71	87	
448	100	76	80	
449	105	79	78	
450	108	81	80	
451	107	83	87	
452	105	82	88	
453	103	79	95	
454	100	79	104	
455	96	76	108	
456	87	71	108	
457	79	68	114	
458	68	60	117	
459	61	55	121	
460	55	52	121	
461	51	52	127	
462	46	48	136	
463	47	48	142	
464	50	52	143	
465	49	51	144	
466	48	49	141	
467	50	51	136	
468	53	54	132	
469	53	52	124	
470	54	51	118	
471	54	51	118	
472	55	51	124	
473	56	50	127	
474	59	54	126	
475	60	55	126	
476	60	54	124	
477	61	55	127	
478	61	54	128	
479	60	54	132	
480	60	56	137	
481	58	59	139	
482	57	55	137	
483	59	55	133	
484	66	60	132	
485	66	64	137	
486	68	63	145	
487	70	65	149	
488	69	64	147	
489	67	63	144	
490	63	61	141	
491	64	60	141	
492	61	59	143	
493	56	53	140	
494	52	53	134	
495	50	51	130	
496	51	54	128	
497	51	52	129	
498	49	51	134	
499	50	53	136	
500	49	53	135	
501	47	51	130	
