Pos	Red	Green	Blue	
0	148	95	66	
1	147	93	60	
2	144	91	55	
3	145	89	54	
4	147	92	58	
5	146	92	60	
6	148	94	60	
7	149	95	63	
8	150	94	62	
9	151	98	63	
10	154	98	60	
11	156	99	59	
12	156	101	65	
13	152	98	66	
14	147	94	63	
15	147	96	65	
16	149	98	64	
17	153	97	61	
18	155	100	64	
19	151	100	65	
20	147	97	63	
21	146	96	63	
22	148	99	64	
23	148	98	63	
24	145	98	62	
25	142	97	62	
26	138	94	59	
27	139	93	56	
28	140	94	57	
29	140	94	58	
30	141	91	58	
31	144	92	62	
32	149	97	67	
33	151	101	71	
34	151	101	72	
35	149	100	68	
36	150	100	62	
37	150	99	62	
38	153	100	68	
39	154	101	69	
40	156	100	66	
41	158	101	64	
42	155	102	64	
43	149	98	62	
44	145	96	62	
45	145	96	62	
46	144	93	58	
47	144	94	60	
48	145	95	63	
49	146	96	64	
50	148	97	63	
51	148	98	61	
52	152	100	62	
53	157	105	67	
54	160	104	68	
55	159	103	68	
56	159	104	69	
57	157	103	67	
58	155	101	66	
59	156	101	68	
60	156	102	69	
61	155	101	67	
62	156	104	69	
63	157	103	69	
64	153	99	71	
65	151	99	69	
66	147	101	64	
67	145	99	62	
68	142	95	61	
69	143	92	63	
70	144	94	66	
71	147	96	68	
72	149	99	70	
73	150	100	70	
74	154	100	66	
75	157	100	65	
76	162	104	67	
77	165	108	68	
78	164	107	66	
79	160	106	68	
80	157	103	71	
81	158	101	71	
82	160	102	66	
83	162	107	68	
84	162	109	69	
85	159	106	67	
86	157	103	66	
87	154	102	68	
88	150	102	71	
89	147	101	67	
90	146	99	60	
91	145	95	56	
92	146	94	60	
93	148	98	67	
94	152	101	67	
95	154	103	71	
96	156	104	74	
97	157	107	77	
98	157	108	75	
99	155	107	69	
100	157	107	66	
101	161	109	64	
102	165	112	64	
103	167	113	66	
104	168	113	70	
105	168	113	73	
106	167	110	71	
107	165	111	74	
108	163	111	76	
109	160	108	72	
110	161	108	66	
111	165	109	66	
112	163	108	68	
113	160	108	72	
114	158	109	77	
115	155	106	77	
116	157	105	73	
117	160	106	74	
118	160	106	73	
119	160	105	73	
120	159	107	76	
121	157	107	77	
122	156	108	76	
123	156	107	73	
124	155	105	69	
125	157	105	68	
126	158	105	71	
127	161	107	73	
128	163	108	73	
129	163	109	74	
130	163	111	76	
131	162	108	74	
132	162	107	71	
133	164	111	72	
134	167	112	72	
135	170	113	74	
136	167	112	74	
137	160	107	73	
138	157	108	75	
139	161	109	75	
140	163	107	70	
141	164	107	68	
142	164	110	69	
143	164	110	68	
144	163	110	67	
145	161	110	68	
146	161	110	74	
147	161	108	77	
148	165	108	76	
149	169	111	78	
150	171	113	80	
151	169	115	80	
152	169	116	79	
153	170	115	76	
154	171	114	72	
155	171	113	72	
156	171	114	76	
157	172	115	75	
158	172	117	75	
159	171	117	74	
160	170	115	77	
161	170	115	76	
162	169	116	72	
163	169	116	73	
164	166	115	74	
165	163	112	75	
166	162	111	75	
167	164	111	75	
168	163	111	74	
169	161	111	73	
170	162	111	74	
171	164	111	75	
172	168	114	79	
173	171	117	82	
174	174	117	81	
175	176	119	81	
176	174	118	80	
177	169	115	77	
178	162	111	75	
179	159	108	73	
180	158	108	74	
181	159	110	76	
182	164	112	75	
183	167	112	75	
184	168	112	77	
185	167	113	79	
186	163	112	76	
187	160	110	75	
188	160	109	77	
189	162	109	77	
190	167	110	77	
191	169	112	78	
192	172	115	79	
193	173	117	80	
194	173	117	78	
195	170	116	77	
196	167	115	79	
197	166	116	80	
198	168	118	80	
199	170	118	81	
200	169	114	81	
201	169	114	82	
202	169	113	78	
203	169	111	73	
204	173	115	75	
205	175	118	76	
206	173	117	76	
207	170	116	74	
208	162	111	68	
209	157	107	64	
210	153	106	70	
211	152	107	72	
212	157	107	71	
213	162	110	75	
214	169	113	79	
215	171	116	82	
216	177	122	83	
217	177	125	82	
218	178	125	79	
219	179	125	77	
220	177	122	75	
221	174	121	75	
222	168	120	76	
223	164	118	76	
224	161	115	76	
225	164	115	74	
226	166	114	72	
227	167	114	72	
228	166	115	75	
229	162	115	76	
230	160	115	74	
231	160	113	73	
232	158	110	74	
233	158	110	71	
234	157	111	68	
235	158	111	69	
236	160	110	76	
237	164	110	79	
238	164	111	75	
239	159	112	74	
240	154	112	76	
241	152	110	76	
242	156	111	75	
243	163	117	76	
244	171	120	75	
245	174	121	75	
246	175	121	76	
247	175	122	79	
248	171	119	78	
249	168	117	76	
250	166	118	77	
251	166	120	76	
252	167	120	74	
253	169	117	73	
254	167	116	73	
255	164	115	74	
256	162	116	73	
257	164	120	76	
258	165	119	76	
259	164	116	76	
260	164	116	80	
261	164	115	80	
262	162	114	79	
263	161	113	77	
264	162	113	79	
265	163	114	78	
266	165	113	73	
267	168	114	69	
268	165	114	68	
269	162	115	67	
270	151	109	63	
271	141	101	54	
272	115	88	46	
273	97	74	31	
274	67	59	17	
275	51	34	0	
276	34	26	0	
277	31	20	0	
278	24	17	0	
279	24	16	0	
280	23	15	0	
281	20	13	0	
282	19	14	0	
283	19	15	0	
284	21	15	0	
285	26	19	0	
286	25	17	0	
287	22	16	0	
288	22	16	0	
289	23	15	0	
290	24	16	9	
291	22	16	15	
292	21	17	14	
293	19	18	10	
294	17	18	1	
295	19	17	0	
296	19	16	2	
297	22	17	10	
298	28	23	18	
299	31	27	23	
300	38	35	26	
301	41	36	33	
302	43	39	43	
303	43	40	53	
304	42	41	55	
305	39	38	53	
306	36	33	49	
307	38	34	48	
308	39	34	46	
309	36	32	42	
310	36	31	42	
311	39	34	46	
312	42	37	52	
313	44	40	59	
314	44	39	62	
315	40	39	60	
316	38	37	56	
317	39	32	50	
318	33	24	47	
319	32	23	46	
320	34	28	49	
321	31	29	46	
322	40	40	49	
323	49	44	59	
324	51	45	68	
325	48	44	78	
326	46	44	82	
327	43	44	82	
328	39	40	77	
329	40	41	75	
330	42	41	75	
331	48	47	77	
332	55	52	80	
333	55	54	81	
334	59	54	79	
335	62	56	80	
336	63	57	83	
337	62	56	76	
338	54	51	64	
339	50	49	59	
340	40	42	58	
341	34	31	54	
342	33	30	53	
343	33	30	55	
344	39	36	60	
345	49	44	67	
346	51	47	70	
347	42	41	64	
348	36	36	59	
349	35	36	54	
350	35	35	54	
351	36	39	59	
352	41	39	65	
353	50	48	74	
354	59	52	74	
355	62	56	75	
356	68	59	74	
357	71	61	75	
358	74	60	80	
359	75	61	85	
360	73	61	87	
361	68	57	82	
362	57	52	73	
363	49	45	67	
364	39	41	67	
365	39	40	71	
366	36	40	74	
367	37	39	76	
368	37	39	79	
369	36	36	77	
370	35	35	74	
371	34	35	70	
372	39	38	71	
373	41	40	72	
374	51	42	73	
375	62	54	82	
376	73	61	85	
377	76	66	84	
378	83	71	82	
379	85	73	82	
380	88	73	85	
381	89	71	89	
382	85	67	94	
383	81	65	94	
384	72	63	92	
385	65	56	89	
386	55	53	92	
387	47	45	89	
388	40	42	86	
389	41	41	82	
390	41	39	77	
391	41	37	76	
392	40	35	79	
393	37	32	77	
394	38	35	74	
395	38	38	72	
396	37	35	70	
397	42	38	74	
398	53	47	80	
399	58	53	87	
400	69	58	89	
401	76	63	93	
402	79	64	94	
403	78	67	99	
404	73	64	103	
405	69	59	104	
406	64	55	103	
407	58	52	99	
