Pos	Red	Green	Blue	
0	102	69	42	
1	104	70	43	
2	105	70	44	
3	106	72	47	
4	106	72	45	
5	106	72	46	
6	108	73	47	
7	108	71	45	
8	108	69	44	
9	106	67	43	
10	104	66	43	
11	104	67	43	
12	106	68	42	
13	110	71	46	
14	112	70	47	
15	110	70	46	
16	109	73	47	
17	107	71	44	
18	105	69	43	
19	107	69	44	
20	107	70	47	
21	105	69	46	
22	102	68	48	
23	103	68	47	
24	103	68	45	
25	103	69	43	
26	104	69	39	
27	107	67	38	
28	109	69	45	
29	109	70	47	
30	108	70	46	
31	108	71	48	
32	105	68	48	
33	103	66	48	
34	102	65	46	
35	105	67	50	
36	107	69	57	
37	109	70	56	
38	110	72	51	
39	107	70	47	
40	104	66	48	
41	104	65	46	
42	104	68	42	
43	103	69	39	
44	103	67	41	
45	105	67	39	
46	109	68	35	
47	110	71	37	
48	110	70	39	
49	108	69	41	
50	109	71	43	
51	108	72	43	
52	107	70	42	
53	107	71	44	
54	105	70	44	
55	103	71	45	
56	105	72	45	
57	107	70	44	
58	112	70	47	
59	114	74	50	
60	112	72	48	
61	108	71	45	
62	105	69	40	
63	105	66	39	
64	103	65	43	
65	101	65	39	
66	100	67	34	
67	101	67	34	
68	103	67	40	
69	107	67	40	
70	111	71	40	
71	110	73	40	
72	109	71	43	
73	110	70	47	
74	108	67	47	
75	106	66	47	
76	105	66	44	
77	105	67	43	
78	108	71	50	
79	109	70	52	
80	110	69	54	
81	113	74	55	
82	111	72	48	
83	108	69	44	
84	107	71	48	
85	109	71	47	
86	106	68	42	
87	102	67	39	
88	101	67	37	
89	101	65	35	
90	107	69	36	
91	111	74	42	
92	113	73	49	
93	113	71	52	
94	111	71	52	
95	111	70	50	
96	108	69	47	
97	106	68	43	
98	111	71	42	
99	115	72	41	
100	118	73	43	
101	119	77	45	
102	119	78	47	
103	118	79	49	
104	116	75	48	
105	113	71	48	
106	113	72	50	
107	116	74	48	
108	116	74	45	
109	116	74	45	
110	115	75	47	
111	115	74	48	
112	113	72	45	
113	113	72	46	
114	112	73	48	
115	112	71	48	
116	111	68	44	
117	110	69	45	
118	111	70	51	
119	112	69	49	
120	112	70	46	
121	111	69	42	
122	111	66	40	
123	116	69	44	
124	117	71	47	
125	115	73	49	
126	115	76	51	
127	117	76	51	
128	117	72	49	
129	116	70	45	
130	119	72	44	
131	122	76	47	
132	121	75	51	
133	119	74	51	
134	116	74	47	
135	114	72	41	
136	115	74	38	
137	117	73	38	
138	117	73	44	
139	116	74	47	
140	116	74	44	
141	114	71	42	
142	114	71	46	
143	116	73	49	
144	115	73	50	
145	116	74	49	
146	119	74	49	
147	123	76	52	
148	126	77	57	
149	125	75	55	
150	125	73	48	
151	124	74	46	
152	125	76	49	
153	125	76	49	
154	125	77	46	
155	125	79	46	
156	124	78	45	
157	122	76	44	
158	122	76	48	
159	123	78	55	
160	123	76	59	
161	122	75	57	
162	124	77	53	
163	125	77	48	
164	123	75	46	
165	119	72	44	
166	118	69	45	
167	121	69	47	
168	124	73	49	
169	125	78	56	
170	126	81	59	
171	126	82	61	
172	128	83	60	
173	126	79	56	
174	122	76	55	
175	119	72	50	
176	116	70	43	
177	116	72	43	
178	120	75	50	
179	124	79	55	
180	127	79	56	
181	128	82	57	
182	124	79	51	
183	120	76	48	
184	118	74	47	
185	120	73	45	
186	124	75	45	
187	125	78	46	
188	131	82	52	
189	133	82	58	
190	132	80	62	
191	128	78	60	
192	125	76	50	
193	125	79	52	
194	127	82	62	
195	127	81	64	
196	127	81	60	
197	127	83	57	
198	127	84	57	
199	126	82	56	
200	129	81	55	
201	133	81	56	
202	136	85	60	
203	134	85	61	
204	127	78	56	
205	124	75	55	
206	121	74	58	
207	122	73	55	
208	125	74	52	
209	128	79	51	
210	135	82	48	
211	138	82	46	
212	142	83	49	
213	142	84	55	
214	140	86	62	
215	137	87	66	
216	135	87	64	
217	137	88	63	
218	133	83	61	
219	128	79	56	
220	127	80	56	
221	128	82	57	
222	131	83	58	
223	134	84	62	
224	134	83	64	
225	132	84	63	
226	130	83	59	
227	129	80	55	
228	128	79	55	
229	128	80	57	
230	126	78	54	
231	126	79	54	
232	128	81	55	
233	131	82	54	
234	132	84	54	
235	130	82	53	
236	125	78	53	
237	123	77	55	
238	125	80	60	
239	129	80	61	
240	136	82	60	
241	140	86	63	
242	142	90	65	
243	138	90	64	
244	134	87	61	
245	136	85	58	
246	138	87	57	
247	139	86	58	
248	141	84	61	
249	140	83	63	
250	141	85	62	
251	140	86	62	
252	138	87	62	
253	139	87	64	
254	136	84	61	
255	134	84	62	
256	135	84	62	
257	138	84	62	
258	138	84	64	
259	135	80	61	
260	134	80	60	
261	136	83	58	
262	139	85	56	
263	139	85	55	
264	139	84	57	
265	140	86	58	
266	134	84	55	
267	126	81	50	
268	113	75	46	
269	105	66	33	
270	88	57	19	
271	74	45	6	
272	61	40	6	
273	62	35	4	
274	55	29	0	
275	50	29	2	
276	41	23	3	
277	35	18	3	
278	33	17	2	
279	35	17	4	
280	33	17	7	
281	33	19	5	
282	30	19	0	
283	26	14	0	
284	27	16	0	
285	30	18	0	
286	27	16	0	
287	28	18	0	
288	26	16	0	
289	23	14	0	
290	26	17	7	
291	26	16	7	
292	25	16	4	
293	27	21	5	
294	29	23	1	
295	28	22	2	
296	32	26	12	
297	32	26	20	
298	32	24	21	
299	37	30	28	
300	39	33	29	
301	37	33	29	
302	35	33	30	
303	33	31	28	
304	31	28	23	
305	33	28	17	
306	36	29	17	
307	35	29	16	
308	38	30	19	
309	41	35	30	
310	43	39	38	
311	43	41	43	
312	40	37	39	
313	37	34	35	
314	36	32	32	
315	33	28	27	
316	30	25	26	
317	30	24	27	
318	34	29	31	
319	39	32	40	
320	45	38	52	
321	45	39	53	
322	44	38	45	
323	42	38	43	
324	37	33	40	
325	39	36	43	
326	41	39	43	
327	43	39	42	
328	47	42	45	
329	46	43	48	
330	50	46	51	
331	57	49	57	
332	58	48	60	
333	59	51	60	
334	53	48	53	
335	48	43	46	
336	42	39	45	
337	38	32	40	
338	34	30	35	
339	34	29	37	
340	37	33	44	
341	40	34	46	
342	43	36	47	
343	39	33	39	
344	34	29	33	
345	35	29	32	
346	36	30	33	
347	38	30	37	
348	43	33	39	
349	47	38	47	
350	52	44	53	
351	53	48	56	
352	57	52	54	
353	61	55	56	
